year	sexo	estud_gr	edad_gr	min_t	p20_t	p40_t	p60_t	p80_t	max_t
1999	99	3	4	64.5	73.5	76.5	81.0	86.0	94.2
1999	99	3	5	74.6	83.1	86.4	88.8	90.9	96.0
1999	99	3	6	73.4	84.1	86.4	90.3	92.7	97.9
1999	99	3	7	32.1	59.3	64.5	69.6	73.0	91.2
1999	99	3	8	0.0	5.1	8.2	13.2	17.9	41.1
1999	99	3	99	54.5	61.8	64.9	68.1	70.8	77.8
1999	99	99	1	5.6	9.6	13.2	15.1	20.6	32.7
1999	99	99	2	28.0	35.9	40.0	44.5	50.7	61.0
1999	99	99	3	42.0	55.6	59.5	66.7	74.5	80.9
1999	99	99	4	48.2	61.2	67.5	70.9	76.5	84.1
1999	99	99	5	54.4	62.9	67.5	70.3	74.1	81.5
1999	99	99	6	45.4	55.4	59.5	63.5	65.9	74.5
1999	99	99	7	25.2	29.5	34.9	37.3	40.2	48.3
1999	99	99	8	0.4	1.0	1.4	1.8	2.3	5.9
1999	99	99	99	31.1	38.0	39.9	44.5	48.1	55.4
2000	1	1	1	0.0	10.9	16.4	25.4	32.5	45.8
2000	1	1	2	28.8	55.7	64.0	71.0	80.5	100.0
2000	1	1	3	30.5	61.3	69.6	76.5	82.1	96.6
2000	1	1	4	47.1	67.1	76.2	80.5	87.4	100.0
2000	1	1	5	60.2	75.5	81.3	85.2	88.9	97.6
2000	1	1	6	65.6	72.8	78.9	84.3	87.1	96.8
2000	1	1	7	31.6	42.2	49.6	54.9	59.2	70.3
2000	1	1	8	0.0	0.6	1.2	1.7	2.2	6.8
2000	1	1	99	33.2	37.9	40.7	43.5	46.5	54.3
2000	1	2	1	3.3	14.3	18.8	23.0	29.6	42.7
2000	1	2	2	33.9	44.5	50.6	55.8	61.3	73.0
2000	1	2	3	63.4	75.4	79.2	87.3	90.8	95.9
2000	1	2	4	77.5	84.6	88.5	92.6	95.1	98.7
2000	1	2	5	76.1	86.4	89.7	93.0	94.7	99.1
2000	1	2	6	72.0	81.3	86.8	89.3	92.2	98.3
2000	1	2	7	32.8	54.8	60.0	66.8	71.8	89.2
2000	1	2	8	0.0	0.0	1.0	3.2	7.3	29.8
2000	1	2	99	53.8	62.8	67.2	71.5	74.8	79.8
2000	1	3	1	0.0	0.0	14.8	46.7	56.9	100.0
2000	1	3	2	7.1	36.4	41.9	45.5	60.4	80.9
2000	1	3	3	38.2	63.9	67.8	72.6	77.9	89.7
2000	1	3	4	75.4	85.2	89.2	91.6	94.4	100.0
2000	1	3	5	87.3	93.5	95.4	97.0	98.1	100.0
2000	1	3	6	77.4	90.6	93.8	96.6	98.2	100.0
2000	1	3	7	40.2	61.7	65.8	70.6	80.0	100.0
2000	1	3	8	0.0	4.9	12.0	14.3	21.3	54.3
2000	1	3	99	68.1	72.7	76.2	78.3	81.4	86.8
2000	1	99	1	4.8	17.2	19.0	22.2	29.3	42.1
2000	1	99	2	41.0	46.3	51.7	55.9	60.9	71.5
2000	1	99	3	61.7	71.2	75.5	81.2	84.9	90.9
2000	1	99	4	72.1	82.3	86.6	90.7	93.1	96.2
2000	1	99	5	75.8	84.4	89.4	91.5	93.7	97.8
2000	1	99	6	73.8	80.0	83.7	87.5	90.8	96.9
2000	1	99	7	39.5	47.6	52.5	58.0	62.1	75.1
2000	1	99	8	0.2	1.5	2.1	2.7	3.4	7.5
2000	1	99	99	49.9	54.3	57.4	61.9	63.4	68.5
2000	6	1	1	0.0	0.0	5.1	9.5	16.4	32.1
2000	6	1	2	0.0	14.9	31.6	40.6	52.9	100.0
2000	6	1	3	0.0	22.1	29.9	39.7	51.9	100.0
2000	6	1	4	0.0	20.0	25.6	36.2	49.7	80.0
2000	6	1	5	15.8	28.0	33.4	40.3	45.4	60.4
2000	6	1	6	7.0	19.2	29.7	33.0	38.3	60.2
2000	6	1	7	0.0	11.0	13.6	17.3	21.2	46.7
2000	6	1	8	0.0	0.3	0.5	0.7	1.1	6.9
2000	6	1	99	6.2	11.9	13.1	14.8	17.4	27.5
2000	6	2	1	1.0	6.3	8.0	10.7	17.7	25.0
2000	6	2	2	15.0	26.0	32.2	36.2	43.9	62.9
2000	6	2	3	24.6	41.7	49.4	56.2	61.1	78.1
2000	6	2	4	24.6	41.5	46.5	53.4	57.1	68.7
2000	6	2	5	26.6	39.3	45.1	49.5	57.3	71.3
2000	6	2	6	16.8	35.6	41.0	46.8	49.2	64.6
2000	6	2	7	6.0	15.9	23.4	28.5	32.6	51.6
2000	6	2	8	0.0	0.0	0.0	0.8	3.6	31.1
2000	6	2	99	24.0	31.6	36.1	40.1	42.6	52.7
2000	6	3	1	0.0	0.0	14.7	33.2	63.9	100.0
2000	6	3	2	14.7	27.5	35.4	40.4	49.1	63.6
2000	6	3	3	30.6	51.0	55.5	65.0	76.6	87.1
2000	6	3	4	53.6	66.4	70.4	74.8	82.2	95.9
2000	6	3	5	62.3	70.4	77.2	79.6	83.6	88.5
2000	6	3	6	62.6	72.0	75.9	81.2	86.9	94.9
2000	6	3	7	18.6	41.3	48.2	55.8	64.8	100.0
2000	6	3	8	0.0	0.0	0.0	0.0	5.6	18.8
2000	6	3	99	51.4	57.1	61.4	65.6	69.3	76.3
2000	6	99	1	1.6	6.1	8.2	10.1	17.0	25.7
2000	6	99	2	18.3	29.7	32.9	38.1	42.2	56.6
2000	6	99	3	31.2	45.0	50.4	57.0	66.7	79.8
2000	6	99	4	31.3	41.5	52.3	58.6	62.1	71.1
2000	6	99	5	30.6	43.1	49.8	55.5	58.9	67.4
2000	6	99	6	21.4	30.2	38.0	42.9	46.9	63.1
2000	6	99	7	8.0	14.3	17.6	19.9	25.0	45.5
2000	6	99	8	0.0	0.3	0.6	0.8	1.2	6.7
2000	6	99	99	17.6	25.4	28.4	32.7	36.4	45.1
2000	99	1	1	0.0	8.6	12.7	19.3	23.5	37.5
2000	99	1	2	28.1	42.5	51.2	57.8	65.0	89.2
2000	99	1	3	10.7	45.4	50.4	61.3	65.6	90.8
2000	99	1	4	37.5	47.3	54.5	61.0	67.8	83.3
2000	99	1	5	40.9	51.2	59.2	62.6	67.4	75.3
2000	99	1	6	26.1	48.1	53.0	57.1	62.5	71.1
2000	99	1	7	7.6	26.7	31.5	35.4	37.2	50.6
2000	99	1	8	0.1	0.4	0.7	1.1	1.6	6.9
2000	99	1	99	17.3	24.3	25.7	28.2	30.0	37.6
2000	99	2	1	5.8	10.5	12.8	16.1	24.8	34.6
2000	99	2	2	28.4	38.8	42.3	46.4	52.9	68.6
2000	99	2	3	48.6	61.6	67.1	72.4	77.4	84.6
2000	99	2	4	49.9	63.7	68.8	72.9	76.2	84.7
2000	99	2	5	55.0	64.3	68.3	72.3	75.2	82.6
2000	99	2	6	47.5	61.2	64.9	69.4	73.4	77.3
2000	99	2	7	24.5	40.5	43.9	47.9	52.7	71.3
2000	99	2	8	0.0	0.0	1.4	3.4	6.4	18.1
2000	99	2	99	40.0	47.7	52.9	56.5	59.9	64.8
2000	99	3	1	0.0	0.0	20.0	29.5	60.5	100.0
2000	99	3	2	12.2	32.2	37.2	43.8	50.9	62.5
2000	99	3	3	39.8	55.7	61.6	68.3	77.0	88.1
2000	99	3	4	69.8	76.4	79.8	82.0	87.2	92.9
2000	99	3	5	78.5	83.6	86.1	88.1	89.8	93.2
2000	99	3	6	80.0	85.0	87.5	89.5	92.4	97.8
2000	99	3	7	40.3	54.3	62.0	65.4	70.8	90.5
2000	99	3	8	0.0	3.8	7.9	11.7	14.4	33.9
2000	99	3	99	60.6	64.5	68.5	71.8	75.3	80.2
2000	99	99	1	5.2	11.6	14.0	15.8	23.2	34.4
2000	99	99	2	30.9	39.8	42.1	47.1	51.9	63.8
2000	99	99	3	50.2	58.4	63.2	69.3	75.4	82.7
2000	99	99	4	54.1	63.8	68.9	74.3	77.4	84.0
2000	99	99	5	56.4	64.0	69.2	73.6	77.0	81.8
2000	99	99	6	48.8	55.7	61.6	64.8	69.3	75.7
2000	99	99	7	24.5	30.7	36.0	39.3	43.3	50.4
2000	99	99	8	0.3	0.9	1.2	1.6	2.2	7.1
2000	99	99	99	34.0	39.4	42.6	46.4	49.1	56.9
2001	1	1	1	0.0	9.8	19.5	26.8	39.9	63.5
2001	1	1	2	27.8	59.5	66.3	74.2	84.2	100.0
2001	1	1	3	38.6	66.0	73.9	80.7	84.4	100.0
2001	1	1	4	33.5	63.6	69.8	78.8	85.0	100.0
2001	1	1	5	27.6	74.9	79.3	84.8	89.1	97.0
2001	1	1	6	58.8	73.7	81.0	82.7	87.0	95.1
2001	1	1	7	33.4	45.1	49.6	55.8	63.0	69.9
2001	1	1	8	0.0	0.8	1.3	1.5	2.4	6.2
2001	1	1	99	20.7	37.7	40.6	43.7	46.7	53.4
2001	1	2	1	8.5	16.0	18.4	23.7	28.8	49.7
2001	1	2	2	36.7	46.4	50.7	56.7	61.0	79.0
2001	1	2	3	57.7	76.8	81.5	85.3	88.5	96.1
2001	1	2	4	69.6	84.7	88.2	90.8	93.9	97.9
2001	1	2	5	78.6	86.7	89.5	91.4	94.5	97.4
2001	1	2	6	73.8	83.1	86.7	89.1	91.2	97.3
2001	1	2	7	35.4	53.7	59.0	64.2	69.0	80.6
2001	1	2	8	0.0	0.0	1.5	4.4	8.6	29.4
2001	1	2	99	56.3	64.6	68.0	72.9	75.7	79.8
2001	1	3	1	0.0	13.8	41.4	64.9	100.0	100.0
2001	1	3	2	15.3	35.7	47.7	51.3	57.6	74.7
2001	1	3	3	40.6	63.2	71.0	75.9	81.3	92.2
2001	1	3	4	75.3	84.3	90.1	94.5	96.1	100.0
2001	1	3	5	86.2	92.9	95.1	96.4	98.2	100.0
2001	1	3	6	85.3	91.4	94.4	96.5	98.5	100.0
2001	1	3	7	21.5	60.9	70.8	75.3	79.4	95.7
2001	1	3	8	0.0	5.4	9.3	12.0	16.0	61.0
2001	1	3	99	68.9	73.4	77.0	79.9	83.2	85.9
2001	1	99	1	9.0	16.4	19.6	24.6	31.7	46.7
2001	1	99	2	38.4	48.6	51.3	57.9	61.3	74.6
2001	1	99	3	60.8	71.0	76.8	82.3	85.5	92.9
2001	1	99	4	75.3	81.3	86.9	90.5	91.7	96.7
2001	1	99	5	78.8	84.0	88.8	91.1	93.0	96.6
2001	1	99	6	76.4	79.7	83.9	87.4	89.5	96.3
2001	1	99	7	41.7	51.1	55.7	60.9	64.4	74.8
2001	1	99	8	0.0	1.3	2.0	2.6	3.2	10.1
2001	1	99	99	50.6	55.0	57.5	61.8	64.4	71.9
2001	6	1	1	0.0	0.0	6.1	9.7	16.9	100.0
2001	6	1	2	0.0	18.3	38.3	47.2	57.1	86.8
2001	6	1	3	0.0	11.4	33.9	39.1	53.9	100.0
2001	6	1	4	0.0	22.3	30.5	39.5	48.9	86.3
2001	6	1	5	8.1	29.7	33.3	40.8	45.4	62.0
2001	6	1	6	7.2	24.1	29.9	33.2	39.0	64.7
2001	6	1	7	1.7	11.4	15.2	18.2	20.5	47.6
2001	6	1	8	0.0	0.3	0.5	0.7	1.1	5.2
2001	6	1	99	4.8	11.2	12.7	15.1	18.6	27.6
2001	6	2	1	1.1	4.8	9.5	11.9	14.9	34.0
2001	6	2	2	11.3	24.7	29.9	35.9	43.9	60.2
2001	6	2	3	35.0	45.2	51.6	57.2	63.7	73.3
2001	6	2	4	28.5	40.8	48.7	53.8	59.5	77.6
2001	6	2	5	31.7	39.8	46.7	52.3	58.4	70.8
2001	6	2	6	29.3	39.5	42.4	46.2	51.1	63.2
2001	6	2	7	0.0	19.4	26.0	30.3	37.5	57.5
2001	6	2	8	0.0	0.0	0.0	0.9	3.0	11.7
2001	6	2	99	27.3	33.2	38.6	41.5	43.9	52.6
2001	6	3	1	0.0	0.0	19.2	43.5	67.7	100.0
2001	6	3	2	7.9	28.4	31.6	42.9	50.7	70.0
2001	6	3	3	45.9	56.9	63.1	69.7	73.2	89.6
2001	6	3	4	56.6	66.4	71.9	76.1	79.5	92.7
2001	6	3	5	63.8	70.5	72.7	79.6	82.2	94.8
2001	6	3	6	64.9	74.0	76.4	80.6	83.7	100.0
2001	6	3	7	14.9	43.0	52.5	59.3	68.0	100.0
2001	6	3	8	0.0	0.0	0.0	0.0	6.4	32.4
2001	6	3	99	51.9	59.0	63.1	67.0	69.6	83.6
2001	6	99	1	1.0	6.6	9.6	12.7	14.6	34.0
2001	6	99	2	13.3	27.4	32.1	38.1	46.2	59.6
2001	6	99	3	40.5	48.2	55.4	58.9	68.4	77.5
2001	6	99	4	36.2	45.0	52.7	58.8	63.8	73.9
2001	6	99	5	33.3	44.9	49.9	56.9	61.2	72.9
2001	6	99	6	21.2	34.3	39.0	44.2	50.8	66.3
2001	6	99	7	11.0	15.6	19.6	22.0	25.6	47.7
2001	6	99	8	0.0	0.5	0.6	0.7	1.2	5.2
2001	6	99	99	20.6	26.1	29.9	33.6	37.4	47.6
2001	99	1	1	0.0	8.3	15.7	20.4	27.0	63.2
2001	99	1	2	16.1	48.4	56.3	61.4	70.1	100.0
2001	99	1	3	7.3	48.1	56.5	62.4	73.1	96.4
2001	99	1	4	27.4	47.2	53.3	58.2	69.1	85.3
2001	99	1	5	23.0	51.3	59.2	63.0	67.4	78.9
2001	99	1	6	28.6	48.1	54.0	56.7	61.0	69.5
2001	99	1	7	10.9	28.8	32.4	35.1	38.1	54.9
2001	99	1	8	0.0	0.5	0.8	1.1	1.6	5.7
2001	99	1	99	13.9	23.3	26.1	28.2	29.9	37.8
2001	99	2	1	5.8	10.8	13.7	16.8	21.8	41.6
2001	99	2	2	27.7	38.0	41.4	46.5	52.1	70.2
2001	99	2	3	54.1	61.4	66.8	73.7	77.7	85.0
2001	99	2	4	52.3	65.9	69.3	73.0	77.0	85.1
2001	99	2	5	56.8	64.4	69.6	72.6	75.1	85.4
2001	99	2	6	55.6	63.4	66.2	68.8	73.4	79.5
2001	99	2	7	32.4	40.4	44.3	49.8	54.9	63.3
2001	99	2	8	0.0	0.0	1.7	3.4	6.1	19.4
2001	99	2	99	42.4	50.5	54.5	57.9	60.5	65.3
2001	99	3	1	0.0	6.7	33.4	52.3	78.5	100.0
2001	99	3	2	16.5	32.5	38.5	46.7	52.9	69.5
2001	99	3	3	49.5	59.8	67.7	71.8	75.5	87.7
2001	99	3	4	68.7	75.4	79.9	84.2	86.8	93.4
2001	99	3	5	76.5	81.9	84.1	87.5	88.9	98.0
2001	99	3	6	80.0	85.2	87.1	89.2	91.5	100.0
2001	99	3	7	18.7	57.4	63.3	68.2	73.8	97.0
2001	99	3	8	0.0	4.1	6.4	9.2	12.3	31.7
2001	99	3	99	60.2	66.5	70.4	72.6	76.0	84.7
2001	99	99	1	6.9	11.8	14.3	18.3	22.7	40.1
2001	99	99	2	29.7	39.0	43.1	47.1	53.9	66.8
2001	99	99	3	52.2	60.2	66.6	72.4	76.8	81.7
2001	99	99	4	56.0	65.1	70.6	74.9	78.7	82.5
2001	99	99	5	56.5	65.5	69.6	74.7	76.9	84.9
2001	99	99	6	50.4	58.2	62.6	65.2	69.0	74.7
2001	99	99	7	25.8	34.1	37.1	40.8	45.2	54.6
2001	99	99	8	0.0	0.9	1.2	1.6	2.1	6.2
2001	99	99	99	35.8	40.6	43.2	46.3	50.1	59.5
2002	1	1	1	0.0	14.0	22.0	27.0	36.0	100.0
2002	1	1	2	0.0	55.4	63.0	70.2	80.5	100.0
2002	1	1	3	23.1	61.0	71.7	79.1	86.6	100.0
2002	1	1	4	19.9	65.2	71.8	78.9	85.5	100.0
2002	1	1	5	41.6	73.4	78.0	82.2	87.4	94.5
2002	1	1	6	62.2	72.9	79.8	83.7	86.9	95.8
2002	1	1	7	36.7	46.1	51.5	57.0	62.0	76.2
2002	1	1	8	0.0	0.7	0.9	1.4	2.3	14.5
2002	1	1	99	17.0	36.4	39.4	42.8	46.5	53.4
2002	1	2	1	6.3	13.9	18.3	22.2	27.7	44.3
2002	1	2	2	31.5	45.7	50.4	59.1	62.8	74.6
2002	1	2	3	62.9	76.3	81.3	85.5	87.6	94.1
2002	1	2	4	75.9	83.4	87.8	90.1	92.9	99.6
2002	1	2	5	79.8	86.5	90.3	92.6	93.9	97.0
2002	1	2	6	77.6	81.5	87.0	89.7	92.3	97.4
2002	1	2	7	39.3	54.0	60.0	65.8	68.4	82.0
2002	1	2	8	0.0	0.0	2.8	4.5	9.0	21.3
2002	1	2	99	57.2	65.5	68.6	72.7	75.4	80.4
2002	1	3	1	0.0	8.0	45.1	63.3	92.8	100.0
2002	1	3	2	23.8	37.5	46.0	53.9	58.8	77.8
2002	1	3	3	45.1	67.7	73.2	75.9	84.6	89.9
2002	1	3	4	71.0	85.4	90.6	93.0	95.7	100.0
2002	1	3	5	83.1	92.2	93.5	95.8	97.7	100.0
2002	1	3	6	82.0	90.6	92.4	96.0	98.1	100.0
2002	1	3	7	38.1	59.9	68.2	75.0	79.9	100.0
2002	1	3	8	0.0	5.0	7.4	11.0	19.0	67.0
2002	1	3	99	67.4	73.6	76.5	79.8	83.4	85.7
2002	1	99	1	5.8	15.5	21.1	23.8	30.3	41.7
2002	1	99	2	38.7	49.5	53.3	57.5	62.0	72.8
2002	1	99	3	65.3	72.5	77.0	81.3	84.5	89.7
2002	1	99	4	75.1	83.7	86.0	89.2	91.7	97.5
2002	1	99	5	79.9	85.5	87.7	91.2	92.9	95.3
2002	1	99	6	71.9	80.2	83.8	87.5	91.0	96.6
2002	1	99	7	40.4	51.9	56.2	59.9	64.9	73.4
2002	1	99	8	0.5	1.2	1.7	2.4	3.4	16.0
2002	1	99	99	50.1	55.3	58.5	62.6	64.4	70.3
2002	6	1	1	0.0	0.0	4.7	10.4	19.4	36.2
2002	6	1	2	0.0	18.8	31.2	42.6	62.1	100.0
2002	6	1	3	0.0	16.6	23.1	38.2	52.3	100.0
2002	6	1	4	6.3	24.5	33.3	43.6	53.0	72.4
2002	6	1	5	13.8	28.9	36.1	42.0	49.5	58.3
2002	6	1	6	13.3	22.9	28.0	34.6	42.0	61.1
2002	6	1	7	0.0	10.9	14.7	18.4	22.5	40.1
2002	6	1	8	0.0	0.1	0.4	0.7	0.9	3.2
2002	6	1	99	5.1	10.7	13.1	15.3	17.5	26.1
2002	6	2	1	0.9	4.7	7.4	10.9	14.4	28.4
2002	6	2	2	15.4	26.2	33.1	38.2	44.9	60.5
2002	6	2	3	26.7	45.5	52.3	57.4	66.2	82.5
2002	6	2	4	26.5	41.3	49.6	56.9	61.0	70.8
2002	6	2	5	30.5	41.7	48.0	52.9	58.6	70.3
2002	6	2	6	26.6	37.7	43.7	48.6	54.7	68.1
2002	6	2	7	10.5	19.7	23.5	29.4	35.1	53.7
2002	6	2	8	0.0	0.0	0.0	0.9	4.6	15.3
2002	6	2	99	28.2	34.3	39.5	42.2	45.4	54.8
2002	6	3	1	0.0	0.0	19.6	42.2	74.0	100.0
2002	6	3	2	15.6	32.7	38.7	45.8	53.1	68.0
2002	6	3	3	41.1	57.3	62.0	69.9	74.8	85.8
2002	6	3	4	54.9	67.2	73.5	76.9	81.2	88.6
2002	6	3	5	62.8	72.2	74.8	78.1	82.6	98.1
2002	6	3	6	56.1	74.2	78.2	81.6	86.8	100.0
2002	6	3	7	17.9	42.2	57.1	63.3	72.3	100.0
2002	6	3	8	0.0	0.0	0.0	2.3	7.8	100.0
2002	6	3	99	53.3	60.4	65.1	67.9	72.0	78.5
2002	6	99	1	1.0	5.5	8.7	10.8	14.2	27.3
2002	6	99	2	21.4	28.9	34.1	40.3	45.0	59.0
2002	6	99	3	26.6	49.2	54.4	59.6	68.5	78.4
2002	6	99	4	31.9	48.1	55.7	61.2	66.5	72.2
2002	6	99	5	34.1	45.4	52.9	57.0	63.1	71.8
2002	6	99	6	26.8	36.5	41.2	46.4	50.1	62.4
2002	6	99	7	6.2	15.6	18.7	22.6	27.9	42.4
2002	6	99	8	0.0	0.3	0.6	0.9	1.3	3.5
2002	6	99	99	20.3	27.0	29.9	34.6	37.9	47.5
2002	99	1	1	0.0	8.8	17.3	22.0	26.9	48.2
2002	99	1	2	0.0	47.6	54.1	59.7	70.1	92.8
2002	99	1	3	13.6	43.2	52.5	59.5	68.3	86.3
2002	99	1	4	10.7	51.6	56.5	60.7	67.5	84.0
2002	99	1	5	32.9	53.4	58.6	61.1	68.0	76.0
2002	99	1	6	29.0	48.7	53.5	57.3	59.7	72.0
2002	99	1	7	11.9	27.8	32.1	35.5	40.7	53.3
2002	99	1	8	0.1	0.5	0.7	0.9	1.5	3.8
2002	99	1	99	11.7	22.7	25.5	27.5	30.1	39.1
2002	99	2	1	6.1	10.8	13.0	16.2	20.3	35.3
2002	99	2	2	28.1	37.8	43.1	46.7	53.7	66.6
2002	99	2	3	49.0	62.3	68.8	73.6	77.7	86.1
2002	99	2	4	56.0	64.0	69.9	74.2	77.2	85.4
2002	99	2	5	57.5	67.4	69.2	73.6	76.4	82.7
2002	99	2	6	57.4	61.6	65.8	69.5	73.8	80.6
2002	99	2	7	30.6	39.1	44.8	49.0	52.9	62.8
2002	99	2	8	0.0	1.2	1.9	4.2	6.8	13.8
2002	99	2	99	43.3	50.0	55.4	58.3	60.4	67.2
2002	99	3	1	0.0	15.0	35.1	51.6	75.3	100.0
2002	99	3	2	19.0	35.5	40.6	48.7	52.8	69.3
2002	99	3	3	53.9	62.7	66.6	72.8	76.0	86.3
2002	99	3	4	63.1	77.0	81.1	83.8	85.1	93.4
2002	99	3	5	77.8	81.5	84.6	86.2	89.2	98.3
2002	99	3	6	76.7	84.6	86.6	89.8	91.9	100.0
2002	99	3	7	30.4	58.6	64.2	70.2	73.0	91.5
2002	99	3	8	0.0	3.6	6.0	8.3	12.2	55.7
2002	99	3	99	62.1	67.7	70.8	73.2	76.4	80.5
2002	99	99	1	5.6	12.1	14.5	16.6	22.3	34.2
2002	99	99	2	33.7	39.5	44.6	49.4	53.9	64.8
2002	99	99	3	47.7	60.4	66.0	71.1	77.0	82.1
2002	99	99	4	58.6	66.0	71.3	74.8	79.1	84.7
2002	99	99	5	57.0	66.8	70.1	73.7	78.0	82.6
2002	99	99	6	49.5	59.2	64.4	66.9	70.2	76.3
2002	99	99	7	25.8	33.2	37.7	40.7	45.2	54.5
2002	99	99	8	0.2	0.8	1.1	1.5	2.0	7.0
2002	99	99	99	34.9	41.4	43.8	48.2	51.5	58.8
2003	1	1	1	0.0	7.5	19.9	25.5	31.7	54.9
2003	1	1	2	0.0	47.5	62.5	72.1	81.5	100.0
2003	1	1	3	0.0	61.9	70.8	77.8	86.4	100.0
2003	1	1	4	0.0	64.5	74.1	80.9	86.4	100.0
2003	1	1	5	50.8	71.7	78.3	81.4	86.1	96.6
2003	1	1	6	66.4	71.0	78.1	82.9	85.7	98.0
2003	1	1	7	38.7	48.6	52.3	56.6	65.2	72.9
2003	1	1	8	0.0	0.8	1.1	1.5	2.2	12.1
2003	1	1	99	17.9	34.2	38.1	42.2	45.9	53.0
2003	1	2	1	7.3	13.4	18.1	23.6	28.1	48.3
2003	1	2	2	37.6	51.1	55.4	57.6	63.6	75.3
2003	1	2	3	66.2	74.2	81.5	84.5	89.5	94.2
2003	1	2	4	69.9	83.4	88.9	90.6	92.6	97.0
2003	1	2	5	77.6	86.7	89.3	91.7	94.2	97.8
2003	1	2	6	73.9	80.9	85.8	90.2	93.2	96.8
2003	1	2	7	41.9	52.7	59.9	65.0	68.5	88.7
2003	1	2	8	0.0	0.7	1.9	3.4	7.1	24.9
2003	1	2	99	55.7	65.4	69.4	73.1	75.9	82.3
2003	1	3	1	0.0	0.0	0.0	53.5	100.0	100.0
2003	1	3	2	4.8	39.3	48.4	55.2	62.8	78.0
2003	1	3	3	46.7	68.9	72.5	77.3	82.3	88.9
2003	1	3	4	64.0	85.3	89.3	93.0	95.8	100.0
2003	1	3	5	85.5	92.4	93.5	95.5	96.7	100.0
2003	1	3	6	83.1	90.2	91.5	94.5	96.9	100.0
2003	1	3	7	35.3	60.3	67.5	74.0	80.7	94.0
2003	1	3	8	0.0	4.2	7.6	14.2	17.3	35.2
2003	1	3	99	66.5	75.1	76.8	80.6	82.8	87.3
2003	1	99	1	7.1	13.8	18.7	24.3	28.7	40.7
2003	1	99	2	43.9	51.3	55.2	59.2	64.5	74.0
2003	1	99	3	65.3	73.4	77.6	81.3	85.2	88.0
2003	1	99	4	71.5	83.6	86.5	89.2	91.9	95.6
2003	1	99	5	80.2	85.8	89.2	90.8	92.5	97.3
2003	1	99	6	72.7	78.5	84.1	87.7	90.7	96.0
2003	1	99	7	41.7	52.2	55.4	62.4	66.0	73.8
2003	1	99	8	0.4	1.3	1.8	2.4	3.3	10.3
2003	1	99	99	49.6	56.7	59.4	62.9	65.1	70.4
2003	6	1	1	0.0	0.0	5.5	9.4	17.8	30.7
2003	6	1	2	0.0	24.0	33.5	47.9	61.8	100.0
2003	6	1	3	0.0	25.7	35.3	50.3	65.3	100.0
2003	6	1	4	0.0	16.0	30.2	40.2	48.9	100.0
2003	6	1	5	6.5	28.0	33.9	41.6	47.1	60.7
2003	6	1	6	9.3	23.5	30.6	36.0	41.1	62.2
2003	6	1	7	0.0	12.4	16.8	20.0	24.0	46.3
2003	6	1	8	0.0	0.2	0.4	0.8	1.0	2.2
2003	6	1	99	6.3	11.4	12.3	13.9	18.0	27.0
2003	6	2	1	1.6	5.7	7.6	10.3	13.0	30.7
2003	6	2	2	19.7	28.1	34.8	40.6	45.6	55.6
2003	6	2	3	27.8	46.5	55.8	58.9	69.2	90.3
2003	6	2	4	29.7	41.5	49.0	55.4	62.5	77.1
2003	6	2	5	24.1	42.5	49.6	55.0	60.1	73.9
2003	6	2	6	31.4	38.9	42.5	50.9	55.3	63.6
2003	6	2	7	5.1	19.8	25.1	30.3	34.4	44.0
2003	6	2	8	0.0	0.0	0.0	1.1	3.5	17.0
2003	6	2	99	27.0	34.2	39.4	43.6	46.2	55.8
2003	6	3	1	0.0	0.0	0.0	56.1	100.0	100.0
2003	6	3	2	10.2	33.8	41.1	46.6	51.9	68.4
2003	6	3	3	47.2	59.8	64.7	70.8	76.6	89.4
2003	6	3	4	40.8	69.5	74.5	77.9	82.6	91.8
2003	6	3	5	66.5	73.7	76.7	79.8	83.2	97.6
2003	6	3	6	60.8	73.3	78.6	82.3	86.1	98.4
2003	6	3	7	18.1	45.9	56.2	62.3	71.1	90.8
2003	6	3	8	0.0	0.0	0.0	2.3	9.5	43.8
2003	6	3	99	55.3	62.8	66.0	69.7	73.0	77.8
2003	6	99	1	1.4	5.9	7.9	10.1	13.8	25.4
2003	6	99	2	20.2	30.4	36.0	43.4	46.0	56.2
2003	6	99	3	44.4	49.9	58.0	62.1	70.0	81.6
2003	6	99	4	39.6	49.5	56.1	61.6	68.1	79.1
2003	6	99	5	35.9	46.0	54.3	60.0	64.4	75.7
2003	6	99	6	26.5	36.0	43.3	48.2	53.9	60.8
2003	6	99	7	10.9	15.9	20.9	25.1	28.8	46.5
2003	6	99	8	0.0	0.4	0.6	0.9	1.3	3.0
2003	6	99	99	20.2	28.7	31.7	36.3	39.2	48.9
2003	99	1	1	0.0	8.2	13.9	18.8	23.3	44.1
2003	99	1	2	0.0	42.0	52.8	62.3	68.2	100.0
2003	99	1	3	13.5	47.1	57.2	66.3	69.9	96.2
2003	99	1	4	3.2	50.5	55.4	61.4	66.7	82.3
2003	99	1	5	25.1	51.4	57.9	61.4	65.1	80.6
2003	99	1	6	26.5	48.0	52.2	58.8	61.9	74.7
2003	99	1	7	15.2	27.8	34.8	37.8	42.8	50.8
2003	99	1	8	0.1	0.5	0.8	1.1	1.3	3.7
2003	99	1	99	12.1	22.4	24.5	26.7	29.2	39.0
2003	99	2	1	5.4	9.2	13.1	17.1	21.8	40.0
2003	99	2	2	32.5	42.1	44.6	50.0	54.4	64.1
