year	prov_resid	sexo	estud_gr	edad_gr	tocup
2003	49	1	99	6	84.3
2003	49	1	99	7	60.4
2003	49	1	99	8	1.0
2003	49	1	99	99	49.6
2003	49	6	1	1	0.0
2003	49	6	1	2	61.8
2003	49	6	1	3	44.4
2003	49	6	1	4	19.5
2003	49	6	1	5	28.9
2003	49	6	1	6	24.1
2003	49	6	1	7	17.1
2003	49	6	1	8	0.0
2003	49	6	1	99	11.6
2003	49	6	2	1	4.6
2003	49	6	2	2	20.2
2003	49	6	2	3	27.8
2003	49	6	2	4	38.1
2003	49	6	2	5	38.9
2003	49	6	2	6	33.8
2003	49	6	2	7	40.4
2003	49	6	2	8	10.8
2003	49	6	2	99	27.0
2003	49	6	3	2	17.3
2003	49	6	3	3	67.9
2003	49	6	3	4	76.8
2003	49	6	3	5	70.3
2003	49	6	3	6	87.5
2003	49	6	3	7	55.5
2003	49	6	3	8	0.0
2003	49	6	3	99	59.4
2003	49	6	99	1	3.3
2003	49	6	99	2	25.1
2003	49	6	99	3	45.2
2003	49	6	99	4	45.8
2003	49	6	99	5	39.8
2003	49	6	99	6	34.0
2003	49	6	99	7	20.2
2003	49	6	99	8	0.2
2003	49	6	99	99	20.2
2003	49	99	1	1	12.1
2003	49	99	1	2	74.4
2003	49	99	1	3	67.9
2003	49	99	1	4	64.3
2003	49	99	1	5	59.4
2003	49	99	1	6	50.2
2003	49	99	1	7	36.1
2003	49	99	1	8	0.4
2003	49	99	1	99	25.6
2003	49	99	2	1	7.5
2003	49	99	2	2	33.9
2003	49	99	2	3	49.3
2003	49	99	2	4	64.9
2003	49	99	2	5	63.9
2003	49	99	2	6	62.3
2003	49	99	2	7	54.6
2003	49	99	2	8	3.5
2003	49	99	2	99	44.0
2003	49	99	3	2	28.8
2003	49	99	3	3	69.9
2003	49	99	3	4	85.3
2003	49	99	3	5	81.4
2003	49	99	3	6	94.1
2003	49	99	3	7	79.9
2003	49	99	3	8	1.9
2003	49	99	3	99	70.6
2003	49	99	99	1	8.8
2003	49	99	99	2	41.6
2003	49	99	99	3	60.0
2003	49	99	99	4	69.3
2003	49	99	99	5	64.5
2003	49	99	99	6	59.5
2003	49	99	99	7	40.1
2003	49	99	99	8	0.6
2003	49	99	99	99	34.7
2003	50	1	1	1	11.1
2003	50	1	1	2	69.9
2003	50	1	1	3	73.7
2003	50	1	1	4	83.3
2003	50	1	1	5	83.2
2003	50	1	1	6	84.0
2003	50	1	1	7	61.1
2003	50	1	1	8	1.5
2003	50	1	1	99	38.1
2003	50	1	2	1	17.7
2003	50	1	2	2	55.5
2003	50	1	2	3	84.0
2003	50	1	2	4	95.8
2003	50	1	2	5	94.8
2003	50	1	2	6	96.8
2003	50	1	2	7	63.7
2003	50	1	2	8	10.3
2003	50	1	2	99	76.1
2003	50	1	3	2	49.5
2003	50	1	3	3	80.2
2003	50	1	3	4	94.3
2003	50	1	3	5	95.1
2003	50	1	3	6	93.3
2003	50	1	3	7	79.4
2003	50	1	3	8	4.7
2003	50	1	3	99	81.1
2003	50	1	99	1	16.1
2003	50	1	99	2	55.4
2003	50	1	99	3	81.5
2003	50	1	99	4	94.0
2003	50	1	99	5	93.3
2003	50	1	99	6	90.8
2003	50	1	99	7	65.2
2003	50	1	99	8	2.2
2003	50	1	99	99	63.6
2003	50	6	1	1	18.2
2003	50	6	1	2	77.6
2003	50	6	1	3	32.6
2003	50	6	1	4	35.7
2003	50	6	1	5	47.0
2003	50	6	1	6	39.3
2003	50	6	1	7	20.5
2003	50	6	1	8	0.3
2003	50	6	1	99	16.1
2003	50	6	2	1	13.0
2003	50	6	2	2	43.2
2003	50	6	2	3	71.0
2003	50	6	2	4	57.8
2003	50	6	2	5	55.1
2003	50	6	2	6	46.5
2003	50	6	2	7	35.2
2003	50	6	2	8	0.0
2003	50	6	2	99	46.6
2003	50	6	3	2	44.0
2003	50	6	3	3	79.2
2003	50	6	3	4	74.2
2003	50	6	3	5	75.9
2003	50	6	3	6	79.7
2003	50	6	3	7	70.9
2003	50	6	3	8	3.5
2003	50	6	3	99	69.8
2003	50	6	99	1	13.8
2003	50	6	99	2	44.8
2003	50	6	99	3	72.9
2003	50	6	99	4	62.9
2003	50	6	99	5	60.0
2003	50	6	99	6	49.4
2003	50	6	99	7	27.1
2003	50	6	99	8	0.4
2003	50	6	99	99	38.0
2003	50	99	1	1	13.9
2003	50	99	1	2	72.4
2003	50	99	1	3	55.1
2003	50	99	1	4	61.4
2003	50	99	1	5	63.1
2003	50	99	1	6	58.8
2003	50	99	1	7	38.2
2003	50	99	1	8	0.8
2003	50	99	1	99	25.8
2003	50	99	2	1	15.3
2003	50	99	2	2	49.5
2003	50	99	2	3	78.0
2003	50	99	2	4	77.6
2003	50	99	2	5	75.8
2003	50	99	2	6	70.3
2003	50	99	2	7	50.1
2003	50	99	2	8	4.5
2003	50	99	2	99	61.7
2003	50	99	3	2	46.3
2003	50	99	3	3	79.7
2003	50	99	3	4	83.9
2003	50	99	3	5	85.9
2003	50	99	3	6	88.1
2003	50	99	3	7	76.8
2003	50	99	3	8	4.3
2003	50	99	3	99	75.9
2003	50	99	99	1	15.0
2003	50	99	99	2	50.1
2003	50	99	99	3	77.5
2003	50	99	99	4	78.6
2003	50	99	99	5	77.0
2003	50	99	99	6	69.9
2003	50	99	99	7	45.7
2003	50	99	99	8	1.2
2003	50	99	99	99	50.5
2003	51	1	1	1	19.9
2003	51	1	1	2	24.6
2003	51	1	1	3	86.7
2003	51	1	1	4	72.3
2003	51	1	1	5	51.7
2003	51	1	1	6	67.5
2003	51	1	1	7	54.4
2003	51	1	1	8	7.0
2003	51	1	1	99	46.3
2003	51	1	2	1	15.2
2003	51	1	2	2	55.9
2003	51	1	2	3	73.2
2003	51	1	2	4	81.1
2003	51	1	2	5	82.9
2003	51	1	2	6	90.2
2003	51	1	2	7	70.2
2003	51	1	2	8	18.5
2003	51	1	2	99	65.6
2003	51	1	3	1	100.0
2003	51	1	3	2	49.2
2003	51	1	3	3	70.2
2003	51	1	3	4	100.0
2003	51	1	3	5	98.1
2003	51	1	3	6	100.0
2003	51	1	3	7	87.8
2003	51	1	3	8	14.8
2003	51	1	3	99	79.5
2003	51	1	99	1	16.5
2003	51	1	99	2	53.0
2003	51	1	99	3	73.4
2003	51	1	99	4	79.6
2003	51	1	99	5	82.2
2003	51	1	99	6	83.6
2003	51	1	99	7	67.1
2003	51	1	99	8	10.3
2003	51	1	99	99	63.1
2003	51	6	1	1	0.0
2003	51	6	1	2	26.5
2003	51	6	1	3	31.2
2003	51	6	1	4	9.4
2003	51	6	1	5	6.5
2003	51	6	1	6	20.8
2003	51	6	1	7	5.9
2003	51	6	1	8	1.1
2003	51	6	1	99	8.3
2003	51	6	2	1	3.3
2003	51	6	2	2	35.1
2003	51	6	2	3	36.6
2003	51	6	2	4	40.1
2003	51	6	2	5	24.1
2003	51	6	2	6	41.4
2003	51	6	2	7	5.1
2003	51	6	2	8	0.0
2003	51	6	2	99	27.2
2003	51	6	3	2	40.2
2003	51	6	3	3	70.1
2003	51	6	3	4	83.2
2003	51	6	3	5	83.2
2003	51	6	3	6	86.0
2003	51	6	3	7	88.3
2003	51	6	3	8	0.0
2003	51	6	3	99	77.1
2003	51	6	99	1	2.8
2003	51	6	99	2	34.5
2003	51	6	99	3	46.3
2003	51	6	99	4	48.4
2003	51	6	99	5	35.9
2003	51	6	99	6	34.2
2003	51	6	99	7	11.1
2003	51	6	99	8	0.9
2003	51	6	99	99	26.0
2003	51	99	1	1	8.5
2003	51	99	1	2	25.7
2003	51	99	1	3	54.6
2003	51	99	1	4	59.1
2003	51	99	1	5	25.1
2003	51	99	1	6	41.0
2003	51	99	1	7	22.5
2003	51	99	1	8	3.0
2003	51	99	1	99	23.5
2003	51	99	2	1	9.4
2003	51	99	2	2	47.3
2003	51	99	2	3	58.4
2003	51	99	2	4	61.7
2003	51	99	2	5	56.6
2003	51	99	2	6	69.0
2003	51	99	2	7	51.2
2003	51	99	2	8	9.8
2003	51	99	2	99	48.9
2003	51	99	3	1	100.0
2003	51	99	3	2	46.2
2003	51	99	3	3	70.1
2003	51	99	3	4	87.4
2003	51	99	3	5	91.3
2003	51	99	3	6	95.9
2003	51	99	3	7	87.9
2003	51	99	3	8	13.0
2003	51	99	3	99	78.5
2003	51	99	99	1	9.8
2003	51	99	99	2	45.3
2003	51	99	99	3	61.8
2003	51	99	99	4	65.3
2003	51	99	99	5	60.0
2003	51	99	99	6	60.1
2003	51	99	99	7	38.2
2003	51	99	99	8	4.6
2003	51	99	99	99	45.0
2003	52	1	1	1	20.0
2003	52	1	1	2	88.9
2003	52	1	1	3	86.4
2003	52	1	1	4	45.1
2003	52	1	1	5	58.4
2003	52	1	1	6	70.8
2003	52	1	1	7	52.7
2003	52	1	1	8	12.1
2003	52	1	1	99	46.5
2003	52	1	2	1	12.0
2003	52	1	2	2	55.6
2003	52	1	2	3	81.4
2003	52	1	2	4	69.9
2003	52	1	2	5	77.6
2003	52	1	2	6	74.1
2003	52	1	2	7	57.7
2003	52	1	2	8	4.8
2003	52	1	2	99	57.4
2003	52	1	3	2	56.5
2003	52	1	3	3	77.3
2003	52	1	3	4	95.6
2003	52	1	3	5	100.0
2003	52	1	3	6	94.3
2003	52	1	3	7	48.5
2003	52	1	3	8	5.9
2003	52	1	3	99	78.6
2003	52	1	99	1	12.5
2003	52	1	99	2	58.0
2003	52	1	99	3	80.8
2003	52	1	99	4	71.5
2003	52	1	99	5	81.4
2003	52	1	99	6	77.5
2003	52	1	99	7	54.4
2003	52	1	99	8	7.6
2003	52	1	99	99	59.7
2003	52	6	1	1	0.0
2003	52	6	1	2	17.9
2003	52	6	1	3	0.0
2003	52	6	1	4	4.4
2003	52	6	1	5	20.4
2003	52	6	1	6	9.3
2003	52	6	1	7	0.0
2003	52	6	1	8	0.9
2003	52	6	1	99	6.4
2003	52	6	2	1	2.2
2003	52	6	2	2	22.9
2003	52	6	2	3	32.9
2003	52	6	2	4	77.1
2003	52	6	2	5	50.2
2003	52	6	2	6	35.6
2003	52	6	2	7	9.9
2003	52	6	2	8	7.1
2003	52	6	2	99	34.0
2003	52	6	3	2	10.2
2003	52	6	3	3	70.5
2003	52	6	3	4	88.8
2003	52	6	3	5	97.6
2003	52	6	3	6	73.6
2003	52	6	3	7	90.8
2003	52	6	3	8	43.8
2003	52	6	3	99	76.0
2003	52	6	99	1	2.0
2003	52	6	99	2	20.2
2003	52	6	99	3	44.6
2003	52	6	99	4	68.3
2003	52	6	99	5	53.3
2003	52	6	99	6	26.5
2003	52	6	99	7	11.2
2003	52	6	99	8	3.0
2003	52	6	99	99	31.7
2003	52	99	1	1	8.7
2003	52	99	1	2	42.5
2003	52	99	1	3	21.7
2003	52	99	1	4	21.2
2003	52	99	1	5	31.0
2003	52	99	1	6	26.5
2003	52	99	1	7	15.2
2003	52	99	1	8	3.7
2003	52	99	1	99	17.8
2003	52	99	2	1	6.9
2003	52	99	2	2	38.9
2003	52	99	2	3	60.3
2003	52	99	2	4	73.2
2003	52	99	2	5	65.5
2003	52	99	2	6	57.6
2003	52	99	2	7	41.1
2003	52	99	2	8	5.4
2003	52	99	2	99	47.1
2003	52	99	3	2	28.9
2003	52	99	3	3	72.4
2003	52	99	3	4	91.3
2003	52	99	3	5	98.8
2003	52	99	3	6	88.6
2003	52	99	3	7	60.7
2003	52	99	3	8	14.0
2003	52	99	3	99	77.3
2003	52	99	99	1	7.0
2003	52	99	99	2	37.7
2003	52	99	99	3	59.5
2003	52	99	99	4	69.8
2003	52	99	99	5	67.0
2003	52	99	99	6	52.0
2003	52	99	99	7	32.9
2003	52	99	99	8	5.0
2003	52	99	99	99	44.9
2004	1	1	1	1	0.0
2004	1	1	1	2	0.0
2004	1	1	1	3	45.2
2004	1	1	1	4	79.2
2004	1	1	1	5	56.6
2004	1	1	1	6	92.6
2004	1	1	1	7	59.4
2004	1	1	1	8	0.8
2004	1	1	1	99	35.1
2004	1	1	2	1	14.6
2004	1	1	2	2	48.8
2004	1	1	2	3	90.8
2004	1	1	2	4	91.0
2004	1	1	2	5	88.0
2004	1	1	2	6	98.2
2004	1	1	2	7	60.7
2004	1	1	2	8	3.6
2004	1	1	2	99	65.6
2004	1	1	3	1	0.0
2004	1	1	3	2	71.8
2004	1	1	3	3	83.4
2004	1	1	3	4	95.2
2004	1	1	3	5	98.5
2004	1	1	3	6	93.3
2004	1	1	3	7	65.7
2004	1	1	3	8	5.5
2004	1	1	3	99	84.5
2004	1	1	99	1	13.7
2004	1	1	99	2	55.1
2004	1	1	99	3	85.5
2004	1	1	99	4	93.3
2004	1	1	99	5	90.4
2004	1	1	99	6	94.9
2004	1	1	99	7	61.5
2004	1	1	99	8	1.9
2004	1	1	99	99	65.4
2004	1	6	1	1	0.0
2004	1	6	1	2	0.0
2004	1	6	1	3	28.9
2004	1	6	1	4	0.0
2004	1	6	1	5	40.9
2004	1	6	1	6	35.6
2004	1	6	1	7	11.2
2004	1	6	1	8	1.4
2004	1	6	1	99	11.1
2004	1	6	2	1	2.3
2004	1	6	2	2	42.6
2004	1	6	2	3	62.7
2004	1	6	2	4	81.0
2004	1	6	2	5	65.9
2004	1	6	2	6	53.8
2004	1	6	2	7	17.6
2004	1	6	2	8	1.1
2004	1	6	2	99	44.0
2004	1	6	3	1	29.3
2004	1	6	3	2	56.3
2004	1	6	3	3	82.5
2004	1	6	3	4	89.7
2004	1	6	3	5	80.9
2004	1	6	3	6	87.4
2004	1	6	3	7	55.5
2004	1	6	3	8	14.4
2004	1	6	3	99	78.3
2004	1	6	99	1	2.8
2004	1	6	99	2	48.8
2004	1	6	99	3	75.7
2004	1	6	99	4	84.2
2004	1	6	99	5	71.3
2004	1	6	99	6	59.6
2004	1	6	99	7	19.5
2004	1	6	99	8	1.7
2004	1	6	99	99	46.2
2004	1	99	1	1	0.0
2004	1	99	1	2	0.0
2004	1	99	1	3	38.9
2004	1	99	1	4	39.4
2004	1	99	1	5	48.3
2004	1	99	1	6	65.2
2004	1	99	1	7	31.8
2004	1	99	1	8	1.1
2004	1	99	1	99	22.2
2004	1	99	2	1	9.1
2004	1	99	2	2	46.7
2004	1	99	2	3	78.9
2004	1	99	2	4	85.7
2004	1	99	2	5	77.3
2004	1	99	2	6	74.1
2004	1	99	2	7	39.9
2004	1	99	2	8	2.2
2004	1	99	2	99	55.3
2004	1	99	3	1	18.7
2004	1	99	3	2	63.3
2004	1	99	3	3	82.9
2004	1	99	3	4	92.8
2004	1	99	3	5	89.0
2004	1	99	3	6	90.8
2004	1	99	3	7	62.1
2004	1	99	3	8	8.0
2004	1	99	3	99	81.6
2004	1	99	99	1	8.9
2004	1	99	99	2	52.4
2004	1	99	99	3	80.8
2004	1	99	99	4	89.0
2004	1	99	99	5	80.6
2004	1	99	99	6	77.7
2004	1	99	99	7	40.6
2004	1	99	99	8	1.8
2004	1	99	99	99	56.0
2004	2	1	1	1	9.1
2004	2	1	1	3	0.0
2004	2	1	1	4	56.7
2004	2	1	1	5	90.1
2004	2	1	1	6	76.2
2004	2	1	1	7	56.0
2004	2	1	1	8	1.1
2004	2	1	1	99	32.4
2004	2	1	2	1	27.3
2004	2	1	2	2	51.5
2004	2	1	2	3	83.6
2004	2	1	2	4	93.1
2004	2	1	2	5	90.2
2004	2	1	2	6	94.8
2004	2	1	2	7	75.6
2004	2	1	2	8	0.0
2004	2	1	2	99	75.5
2004	2	1	3	2	50.7
2004	2	1	3	3	86.6
2004	2	1	3	4	91.9
2004	2	1	3	5	100.0
2004	2	1	3	6	92.8
2004	2	1	3	7	70.2
2004	2	1	3	8	0.0
2004	2	1	3	99	85.9
2004	2	1	99	1	26.5
2004	2	1	99	2	51.4
2004	2	1	99	3	83.7
2004	2	1	99	4	92.3
2004	2	1	99	5	92.5
2004	2	1	99	6	87.5
2004	2	1	99	7	61.2
2004	2	1	99	8	1.0
2004	2	1	99	99	63.8
2004	2	6	1	1	7.6
2004	2	6	1	3	25.5
2004	2	6	1	4	53.4
2004	2	6	1	5	41.7
2004	2	6	1	6	30.9
2004	2	6	1	7	13.4
2004	2	6	1	8	0.8
2004	2	6	1	99	10.9
2004	2	6	2	1	10.7
2004	2	6	2	2	35.0
2004	2	6	2	3	51.4
2004	2	6	2	4	51.0
2004	2	6	2	5	41.1
2004	2	6	2	6	52.0
2004	2	6	2	7	36.0
2004	2	6	2	8	0.0
2004	2	6	2	99	40.3
2004	2	6	3	2	61.9
2004	2	6	3	3	77.3
2004	2	6	3	4	77.0
2004	2	6	3	5	81.3
2004	2	6	3	6	82.3
2004	2	6	3	7	77.9
2004	2	6	3	8	0.0
2004	2	6	3	99	73.5
2004	2	6	99	1	10.5
2004	2	6	99	2	41.2
2004	2	6	99	3	60.4
2004	2	6	99	4	58.1
2004	2	6	99	5	51.6
2004	2	6	99	6	46.5
2004	2	6	99	7	21.0
2004	2	6	99	8	0.8
2004	2	6	99	99	34.7
2004	2	99	1	1	8.4
2004	2	99	1	3	20.3
2004	2	99	1	4	54.9
2004	2	99	1	5	64.5
2004	2	99	1	6	52.0
2004	2	99	1	7	32.3
2004	2	99	1	8	0.9
2004	2	99	1	99	20.4
2004	2	99	2	1	19.5
2004	2	99	2	2	44.1
2004	2	99	2	3	70.7
2004	2	99	2	4	75.0
2004	2	99	2	5	66.0
2004	2	99	2	6	75.4
2004	2	99	2	7	59.1
2004	2	99	2	8	0.0
2004	2	99	2	99	59.7
2004	2	99	3	2	57.8
2004	2	99	3	3	81.3
2004	2	99	3	4	83.4
2004	2	99	3	5	90.1
2004	2	99	3	6	87.7
2004	2	99	3	7	74.2
2004	2	99	3	8	0.0
2004	2	99	3	99	79.0
2004	2	99	99	1	19.0
2004	2	99	99	2	46.5
2004	2	99	99	3	73.0
2004	2	99	99	4	76.5
2004	2	99	99	5	71.9
2004	2	99	99	6	67.4
2004	2	99	99	7	39.9
2004	2	99	99	8	0.8
2004	2	99	99	99	49.2
2004	3	1	1	1	44.9
2004	3	1	1	2	84.9
2004	3	1	1	3	61.3
2004	3	1	1	4	76.6
2004	3	1	1	5	86.8
2004	3	1	1	6	79.6
2004	3	1	1	7	50.2
2004	3	1	1	8	1.3
2004	3	1	1	99	40.6
2004	3	1	2	1	30.7
2004	3	1	2	2	62.2
2004	3	1	2	3	87.6
2004	3	1	2	4	82.4
2004	3	1	2	5	90.0
2004	3	1	2	6	86.5
2004	3	1	2	7	59.3
2004	3	1	2	8	1.1
2004	3	1	2	99	72.4
2004	3	1	3	2	48.9
2004	3	1	3	3	80.3
2004	3	1	3	4	96.2
2004	3	1	3	5	93.7
2004	3	1	3	6	88.5
2004	3	1	3	7	67.7
2004	3	1	3	8	7.9
2004	3	1	3	99	76.7
2004	3	1	99	1	34.4
2004	3	1	99	2	62.2
2004	3	1	99	3	83.5
2004	3	1	99	4	85.8
2004	3	1	99	5	90.5
2004	3	1	99	6	84.9
2004	3	1	99	7	54.9
2004	3	1	99	8	2.0
2004	3	1	99	99	63.5
2004	3	6	1	1	10.1
2004	3	6	1	2	51.2
2004	3	6	1	3	79.9
2004	3	6	1	4	64.9
2004	3	6	1	5	46.3
2004	3	6	1	6	43.8
2004	3	6	1	7	23.0
2004	3	6	1	8	0.2
2004	3	6	1	99	19.9
2004	3	6	2	1	20.2
2004	3	6	2	2	53.5
2004	3	6	2	3	60.2
2004	3	6	2	4	54.5
2004	3	6	2	5	57.5
2004	3	6	2	6	58.8
2004	3	6	2	7	19.9
2004	3	6	2	8	0.0
2004	3	6	2	99	47.4
2004	3	6	3	1	72.8
2004	3	6	3	2	46.4
2004	3	6	3	3	72.1
2004	3	6	3	4	71.5
2004	3	6	3	5	78.2
2004	3	6	3	6	87.5
2004	3	6	3	7	57.7
2004	3	6	3	8	9.7
2004	3	6	3	99	69.6
2004	3	6	99	1	19.3
2004	3	6	99	2	51.9
2004	3	6	99	3	65.9
2004	3	6	99	4	60.9
2004	3	6	99	5	61.7
2004	3	6	99	6	56.8
2004	3	6	99	7	24.4
2004	3	6	99	8	0.5
2004	3	6	99	99	40.8
2004	3	99	1	1	31.6
2004	3	99	1	2	73.2
2004	3	99	1	3	69.9
2004	3	99	1	4	70.5
2004	3	99	1	5	67.0
2004	3	99	1	6	58.5
2004	3	99	1	7	35.6
2004	3	99	1	8	0.6
2004	3	99	1	99	29.0
2004	3	99	2	1	25.2
2004	3	99	2	2	58.1
2004	3	99	2	3	75.2
2004	3	99	2	4	69.9
2004	3	99	2	5	74.3
2004	3	99	2	6	71.9
2004	3	99	2	7	39.3
2004	3	99	2	8	0.6
2004	3	99	2	99	60.3
2004	3	99	3	1	72.8
2004	3	99	3	2	47.6
2004	3	99	3	3	75.8
2004	3	99	3	4	84.8
2004	3	99	3	5	85.5
2004	3	99	3	6	88.1
2004	3	99	3	7	63.6
2004	3	99	3	8	8.4
2004	3	99	3	99	73.3
2004	3	99	99	1	26.9
2004	3	99	99	2	57.4
2004	3	99	99	3	75.0
2004	3	99	99	4	74.3
2004	3	99	99	5	76.2
2004	3	99	99	6	70.2
2004	3	99	99	7	39.1
2004	3	99	99	8	1.2
2004	3	99	99	99	52.0
2004	4	1	1	1	36.2
2004	4	1	1	2	76.7
2004	4	1	1	3	90.9
2004	4	1	1	4	94.8
2004	4	1	1	5	93.4
2004	4	1	1	6	90.6
2004	4	1	1	7	56.5
2004	4	1	1	8	1.8
2004	4	1	1	99	65.7
2004	4	1	2	1	35.7
2004	4	1	2	2	62.0
2004	4	1	2	3	89.7
2004	4	1	2	4	91.7
2004	4	1	2	5	89.3
2004	4	1	2	6	80.1
2004	4	1	2	7	55.6
2004	4	1	2	8	0.0
2004	4	1	2	99	73.6
2004	4	1	3	2	47.4
2004	4	1	3	3	83.2
2004	4	1	3	4	86.3
2004	4	1	3	5	97.6
2004	4	1	3	6	92.5
2004	4	1	3	7	62.9
2004	4	1	3	8	2.7
2004	4	1	3	99	80.4
2004	4	1	99	1	35.8
2004	4	1	99	2	66.0
2004	4	1	99	3	89.1
2004	4	1	99	4	92.0
2004	4	1	99	5	92.8
2004	4	1	99	6	87.9
2004	4	1	99	7	57.1
2004	4	1	99	8	1.7
2004	4	1	99	99	70.4
2004	4	6	1	1	30.4
2004	4	6	1	2	71.7
2004	4	6	1	3	61.0
2004	4	6	1	4	53.2
2004	4	6	1	5	47.9
2004	4	6	1	6	44.5
2004	4	6	1	7	25.1
2004	4	6	1	8	1.1
2004	4	6	1	99	33.9
2004	4	6	2	1	11.3
2004	4	6	2	2	38.9
2004	4	6	2	3	57.5
2004	4	6	2	4	43.7
2004	4	6	2	5	66.5
2004	4	6	2	6	53.8
2004	4	6	2	7	28.8
2004	4	6	2	8	0.0
2004	4	6	2	99	44.7
2004	4	6	3	2	56.9
2004	4	6	3	3	53.0
2004	4	6	3	4	80.1
2004	4	6	3	5	77.2
2004	4	6	3	6	76.3
2004	4	6	3	7	74.2
2004	4	6	3	8	0.0
2004	4	6	3	99	63.9
2004	4	6	99	1	16.3
2004	4	6	99	2	50.4
2004	4	6	99	3	57.8
2004	4	6	99	4	53.0
2004	4	6	99	5	59.8
2004	4	6	99	6	49.7
2004	4	6	99	7	29.9
2004	4	6	99	8	1.0
2004	4	6	99	99	41.1
2004	4	99	1	1	33.6
2004	4	99	1	2	74.3
2004	4	99	1	3	74.4
2004	4	99	1	4	72.4
2004	4	99	1	5	71.4
2004	4	99	1	6	67.1
2004	4	99	1	7	39.6
2004	4	99	1	8	1.4
2004	4	99	1	99	48.7
2004	4	99	2	1	23.7
2004	4	99	2	2	49.9
2004	4	99	2	3	76.6
2004	4	99	2	4	69.7
2004	4	99	2	5	78.1
2004	4	99	2	6	67.0
2004	4	99	2	7	43.9
2004	4	99	2	8	0.0
2004	4	99	2	99	60.0
2004	4	99	3	2	53.3
2004	4	99	3	3	64.6
2004	4	99	3	4	83.8
2004	4	99	3	5	86.4
2004	4	99	3	6	86.3
2004	4	99	3	7	67.7
2004	4	99	3	8	1.3
2004	4	99	3	99	71.8
2004	4	99	99	1	26.4
2004	4	99	99	2	58.0
2004	4	99	99	3	73.1
2004	4	99	99	4	73.1
2004	4	99	99	5	76.3
2004	4	99	99	6	69.1
2004	4	99	99	7	43.2
2004	4	99	99	8	1.3
2004	4	99	99	99	55.4
2004	5	1	1	1	13.9
2004	5	1	1	2	55.0
2004	5	1	1	3	0.0
2004	5	1	1	4	45.4
2004	5	1	1	5	64.1
2004	5	1	1	6	82.6
2004	5	1	1	7	55.1
2004	5	1	1	8	0.3
2004	5	1	1	99	25.2
2004	5	1	2	1	19.9
2004	5	1	2	2	59.3
2004	5	1	2	3	93.1
2004	5	1	2	4	97.6
2004	5	1	2	5	91.1
2004	5	1	2	6	90.3
2004	5	1	2	7	62.2
2004	5	1	2	8	0.0
2004	5	1	2	99	76.2
2004	5	1	3	2	49.7
2004	5	1	3	3	53.3
2004	5	1	3	4	83.6
2004	5	1	3	5	100.0
2004	5	1	3	6	85.7
2004	5	1	3	7	68.2
2004	5	1	3	8	6.3
2004	5	1	3	99	73.2
2004	5	1	99	1	18.6
2004	5	1	99	2	58.0
2004	5	1	99	3	80.0
2004	5	1	99	4	91.8
2004	5	1	99	5	91.4
2004	5	1	99	6	87.0
2004	5	1	99	7	58.8
2004	5	1	99	8	0.5
2004	5	1	99	99	57.6
2004	5	6	1	1	0.0
2004	5	6	1	2	37.1
2004	5	6	1	3	0.0
2004	5	6	1	4	9.2
2004	5	6	1	5	20.8
2004	5	6	1	6	34.9
2004	5	6	1	7	15.4
2004	5	6	1	8	1.1
2004	5	6	1	99	7.3
2004	5	6	2	1	11.4
2004	5	6	2	2	27.1
2004	5	6	2	3	51.7
2004	5	6	2	4	55.9
2004	5	6	2	5	49.8
2004	5	6	2	6	48.6
2004	5	6	2	7	27.0
2004	5	6	2	8	0.0
2004	5	6	2	99	40.7
2004	5	6	3	2	37.6
2004	5	6	3	3	61.0
2004	5	6	3	4	55.5
2004	5	6	3	5	81.8
2004	5	6	3	6	66.1
2004	5	6	3	7	86.8
2004	5	6	3	8	0.0
2004	5	6	3	99	57.1
2004	5	6	99	1	9.4
2004	5	6	99	2	30.3
2004	5	6	99	3	53.7
2004	5	6	99	4	53.5
2004	5	6	99	5	53.9
2004	5	6	99	6	46.8
2004	5	6	99	7	22.7
2004	5	6	99	8	1.0
2004	5	6	99	99	29.2
2004	5	99	1	1	7.9
2004	5	99	1	2	52.0
2004	5	99	1	3	0.0
2004	5	99	1	4	30.4
2004	5	99	1	5	34.9
2004	5	99	1	6	63.4
2004	5	99	1	7	36.0
2004	5	99	1	8	0.7
2004	5	99	1	99	15.9
2004	5	99	2	1	15.5
2004	5	99	2	2	47.4
2004	5	99	2	3	74.7
2004	5	99	2	4	80.4
2004	5	99	2	5	72.9
2004	5	99	2	6	69.2
2004	5	99	2	7	47.4
2004	5	99	2	8	0.0
2004	5	99	2	99	60.5
2004	5	99	3	2	41.8
2004	5	99	3	3	57.3
2004	5	99	3	4	70.1
2004	5	99	3	5	90.0
2004	5	99	3	6	78.9
2004	5	99	3	7	73.8
2004	5	99	3	8	2.1
2004	5	99	3	99	65.1
2004	5	99	99	1	14.0
2004	5	99	99	2	46.5
2004	5	99	99	3	67.5
2004	5	99	99	4	75.4
2004	5	99	99	5	73.5
2004	5	99	99	6	68.8
2004	5	99	99	7	42.6
2004	5	99	99	8	0.7
2004	5	99	99	99	43.9
2004	6	1	1	1	13.4
2004	6	1	1	2	60.1
2004	6	1	1	3	83.3
2004	6	1	1	4	64.3
2004	6	1	1	5	60.0
2004	6	1	1	6	64.7
2004	6	1	1	7	50.4
2004	6	1	1	8	0.1
2004	6	1	1	99	30.6
2004	6	1	2	1	24.1
2004	6	1	2	2	63.0
2004	6	1	2	3	78.2
2004	6	1	2	4	83.6
