year	prov_resid	sexo	estud_gr	edad_gr	tocup
1998	48	99	1	6	46.2
1998	48	99	1	7	23.4
1998	48	99	1	8	0.7
1998	48	99	1	99	23.0
1998	48	99	2	1	3.6
1998	48	99	2	2	36.7
1998	48	99	2	3	64.3
1998	48	99	2	4	62.7
1998	48	99	2	5	65.7
1998	48	99	2	6	67.8
1998	48	99	2	7	39.9
1998	48	99	2	8	2.9
1998	48	99	2	99	48.7
1998	48	99	3	1	0.0
1998	48	99	3	2	21.5
1998	48	99	3	3	62.3
1998	48	99	3	4	74.1
1998	48	99	3	5	86.6
1998	48	99	3	6	82.4
1998	48	99	3	7	58.2
1998	48	99	3	8	6.4
1998	48	99	3	99	63.5
1998	48	99	99	1	4.0
1998	48	99	99	2	33.4
1998	48	99	99	3	63.3
1998	48	99	99	4	64.6
1998	48	99	99	5	68.5
1998	48	99	99	6	56.8
1998	48	99	99	7	28.2
1998	48	99	99	8	1.1
1998	48	99	99	99	39.9
1998	49	1	1	1	12.2
1998	49	1	1	2	34.3
1998	49	1	1	3	84.6
1998	49	1	1	4	71.7
1998	49	1	1	5	74.5
1998	49	1	1	6	81.6
1998	49	1	1	7	55.8
1998	49	1	1	8	0.7
1998	49	1	1	99	40.3
1998	49	1	2	1	11.5
1998	49	1	2	2	34.4
1998	49	1	2	3	70.7
1998	49	1	2	4	85.9
1998	49	1	2	5	95.0
1998	49	1	2	6	84.8
1998	49	1	2	7	71.3
1998	49	1	2	8	0.0
1998	49	1	2	99	59.2
1998	49	1	3	1	0.0
1998	49	1	3	2	9.0
1998	49	1	3	3	42.0
1998	49	1	3	4	54.2
1998	49	1	3	5	98.3
1998	49	1	3	6	87.4
1998	49	1	3	7	83.5
1998	49	1	3	8	25.5
1998	49	1	3	99	68.9
1998	49	1	99	1	11.5
1998	49	1	99	2	33.5
1998	49	1	99	3	71.1
1998	49	1	99	4	75.8
1998	49	1	99	5	84.9
1998	49	1	99	6	82.8
1998	49	1	99	7	59.6
1998	49	1	99	8	1.3
1998	49	1	99	99	48.2
1998	49	6	1	1	20.7
1998	49	6	1	2	21.5
1998	49	6	1	3	10.1
1998	49	6	1	4	14.8
1998	49	6	1	5	24.4
1998	49	6	1	6	16.7
1998	49	6	1	7	17.4
1998	49	6	1	8	0.1
1998	49	6	1	99	9.4
1998	49	6	2	1	3.0
1998	49	6	2	2	8.7
1998	49	6	2	3	33.0
1998	49	6	2	4	13.8
1998	49	6	2	5	30.3
1998	49	6	2	6	35.5
1998	49	6	2	7	44.8
1998	49	6	2	8	1.5
1998	49	6	2	99	19.2
1998	49	6	3	2	26.3
1998	49	6	3	3	47.6
1998	49	6	3	4	52.9
1998	49	6	3	5	77.9
1998	49	6	3	6	75.2
1998	49	6	3	7	50.4
1998	49	6	3	8	2.0
1998	49	6	3	99	50.9
1998	49	6	99	1	7.1
1998	49	6	99	2	11.2
1998	49	6	99	3	30.3
1998	49	6	99	4	21.6
1998	49	6	99	5	34.2
1998	49	6	99	6	24.3
1998	49	6	99	7	20.5
1998	49	6	99	8	0.2
1998	49	6	99	99	15.2
1998	49	99	1	1	18.7
1998	49	99	1	2	30.0
1998	49	99	1	3	37.7
1998	49	99	1	4	44.9
1998	49	99	1	5	51.3
1998	49	99	1	6	52.3
1998	49	99	1	7	35.2
1998	49	99	1	8	0.4
1998	49	99	1	99	23.9
1998	49	99	2	1	7.4
1998	49	99	2	2	20.6
1998	49	99	2	3	50.7
1998	49	99	2	4	54.2
1998	49	99	2	5	64.7
1998	49	99	2	6	62.9
1998	49	99	2	7	63.9
1998	49	99	2	8	0.8
1998	49	99	2	99	40.1
1998	49	99	3	1	0.0
1998	49	99	3	2	21.9
1998	49	99	3	3	46.3
1998	49	99	3	4	53.6
1998	49	99	3	5	86.4
1998	49	99	3	6	83.5
1998	49	99	3	7	67.2
1998	49	99	3	8	11.6
1998	49	99	3	99	58.8
1998	49	99	99	1	9.2
1998	49	99	99	2	21.7
1998	49	99	99	3	46.9
1998	49	99	99	4	50.8
1998	49	99	99	5	60.6
1998	49	99	99	6	57.1
1998	49	99	99	7	39.8
1998	49	99	99	8	0.7
1998	49	99	99	99	31.2
1998	50	1	1	1	30.2
1998	50	1	1	2	75.6
1998	50	1	1	3	77.0
1998	50	1	1	4	64.6
1998	50	1	1	5	91.0
1998	50	1	1	6	84.7
1998	50	1	1	7	51.9
1998	50	1	1	8	2.7
1998	50	1	1	99	41.9
1998	50	1	2	1	14.9
1998	50	1	2	2	61.6
1998	50	1	2	3	86.5
1998	50	1	2	4	90.8
1998	50	1	2	5	93.3
1998	50	1	2	6	94.5
1998	50	1	2	7	68.7
1998	50	1	2	8	1.7
1998	50	1	2	99	73.0
1998	50	1	3	2	18.1
1998	50	1	3	3	57.6
1998	50	1	3	4	90.5
1998	50	1	3	5	94.9
1998	50	1	3	6	96.8
1998	50	1	3	7	78.1
1998	50	1	3	8	20.6
1998	50	1	3	99	72.6
1998	50	1	99	1	16.4
1998	50	1	99	2	56.7
1998	50	1	99	3	79.3
1998	50	1	99	4	88.1
1998	50	1	99	5	93.0
1998	50	1	99	6	89.6
1998	50	1	99	7	56.7
1998	50	1	99	8	3.7
1998	50	1	99	99	59.9
1998	50	6	1	1	11.8
1998	50	6	1	2	74.0
1998	50	6	1	3	69.4
1998	50	6	1	4	39.4
1998	50	6	1	5	38.1
1998	50	6	1	6	28.2
1998	50	6	1	7	13.8
1998	50	6	1	8	0.5
1998	50	6	1	99	13.2
1998	50	6	2	1	13.2
1998	50	6	2	2	40.6
1998	50	6	2	3	64.7
1998	50	6	2	4	49.1
1998	50	6	2	5	52.2
1998	50	6	2	6	39.8
1998	50	6	2	7	21.0
1998	50	6	2	8	0.0
1998	50	6	2	99	42.8
1998	50	6	3	2	30.3
1998	50	6	3	3	63.0
1998	50	6	3	4	71.8
1998	50	6	3	5	82.4
1998	50	6	3	6	79.7
1998	50	6	3	7	44.1
1998	50	6	3	8	0.0
1998	50	6	3	99	61.1
1998	50	6	99	1	13.1
1998	50	6	99	2	39.0
1998	50	6	99	3	64.4
1998	50	6	99	4	54.7
1998	50	6	99	5	54.0
1998	50	6	99	6	36.7
1998	50	6	99	7	16.0
1998	50	6	99	8	0.5
1998	50	6	99	99	30.7
1998	50	99	1	1	22.3
1998	50	99	1	2	75.1
1998	50	99	1	3	74.5
1998	50	99	1	4	55.3
1998	50	99	1	5	63.2
1998	50	99	1	6	53.9
1998	50	99	1	7	31.7
1998	50	99	1	8	1.4
1998	50	99	1	99	26.1
1998	50	99	2	1	14.1
1998	50	99	2	2	52.0
1998	50	99	2	3	75.7
1998	50	99	2	4	71.4
1998	50	99	2	5	73.9
1998	50	99	2	6	69.7
1998	50	99	2	7	48.5
1998	50	99	2	8	0.9
1998	50	99	2	99	58.7
1998	50	99	3	2	25.9
1998	50	99	3	3	60.5
1998	50	99	3	4	80.1
1998	50	99	3	5	88.4
1998	50	99	3	6	89.7
1998	50	99	3	7	65.9
1998	50	99	3	8	12.1
1998	50	99	3	99	66.7
1998	50	99	99	1	14.8
1998	50	99	99	2	48.1
1998	50	99	99	3	71.8
1998	50	99	99	4	72.1
1998	50	99	99	5	73.8
1998	50	99	99	6	63.1
1998	50	99	99	7	36.1
1998	50	99	99	8	1.9
1998	50	99	99	99	44.9
1998	51	1	1	1	13.4
1998	51	1	1	2	31.6
1998	51	1	1	3	78.5
1998	51	1	1	4	43.3
1998	51	1	1	5	62.7
1998	51	1	1	6	72.6
1998	51	1	1	7	53.0
1998	51	1	1	8	1.2
1998	51	1	1	99	40.5
1998	51	1	2	1	5.0
1998	51	1	2	2	48.2
1998	51	1	2	3	54.3
1998	51	1	2	4	84.7
1998	51	1	2	5	91.5
1998	51	1	2	6	89.4
1998	51	1	2	7	64.3
1998	51	1	2	8	0.0
1998	51	1	2	99	59.6
1998	51	1	3	2	20.1
1998	51	1	3	3	45.6
1998	51	1	3	4	78.1
1998	51	1	3	5	92.6
1998	51	1	3	6	94.9
1998	51	1	3	7	78.2
1998	51	1	3	8	12.0
1998	51	1	3	99	70.5
1998	51	1	99	1	7.8
1998	51	1	99	2	41.8
1998	51	1	99	3	56.8
1998	51	1	99	4	77.5
1998	51	1	99	5	85.5
1998	51	1	99	6	83.3
1998	51	1	99	7	60.8
1998	51	1	99	8	1.6
1998	51	1	99	99	55.2
1998	51	6	1	1	6.9
1998	51	6	1	2	15.0
1998	51	6	1	3	26.5
1998	51	6	1	4	7.2
1998	51	6	1	5	19.7
1998	51	6	1	6	13.5
1998	51	6	1	7	7.9
1998	51	6	1	8	2.2
1998	51	6	1	99	10.0
1998	51	6	2	1	6.9
1998	51	6	2	2	24.7
1998	51	6	2	3	30.6
1998	51	6	2	4	34.3
1998	51	6	2	5	30.3
1998	51	6	2	6	15.2
1998	51	6	2	7	13.8
1998	51	6	2	8	0.0
1998	51	6	2	99	23.6
1998	51	6	3	2	15.6
1998	51	6	3	3	51.0
1998	51	6	3	4	43.5
1998	51	6	3	5	94.2
1998	51	6	3	6	75.6
1998	51	6	3	7	0.0
1998	51	6	3	8	0.0
1998	51	6	3	99	65.5
1998	51	6	99	1	6.9
1998	51	6	99	2	22.0
1998	51	6	99	3	33.0
1998	51	6	99	4	26.2
1998	51	6	99	5	42.1
1998	51	6	99	6	20.8
1998	51	6	99	7	8.2
1998	51	6	99	8	1.8
1998	51	6	99	99	21.6
1998	51	99	1	1	11.8
1998	51	99	1	2	23.0
1998	51	99	1	3	51.4
1998	51	99	1	4	18.2
1998	51	99	1	5	37.1
1998	51	99	1	6	36.9
1998	51	99	1	7	21.8
1998	51	99	1	8	1.8
1998	51	99	1	99	22.2
1998	51	99	2	1	5.8
1998	51	99	2	2	36.7
1998	51	99	2	3	41.8
1998	51	99	2	4	60.4
1998	51	99	2	5	66.6
1998	51	99	2	6	54.6
1998	51	99	2	7	52.4
1998	51	99	2	8	0.0
1998	51	99	2	99	43.5
1998	51	99	3	2	18.3
1998	51	99	3	3	48.0
1998	51	99	3	4	66.6
1998	51	99	3	5	93.4
1998	51	99	3	6	87.6
1998	51	99	3	7	56.9
1998	51	99	3	8	9.2
1998	51	99	3	99	68.4
1998	51	99	99	1	7.5
1998	51	99	99	2	32.2
1998	51	99	99	3	44.6
1998	51	99	99	4	51.0
1998	51	99	99	5	64.6
1998	51	99	99	6	50.6
1998	51	99	99	7	32.0
1998	51	99	99	8	1.7
1998	51	99	99	99	38.2
1998	52	1	1	1	10.3
1998	52	1	1	2	75.8
1998	52	1	1	3	90.8
1998	52	1	1	4	60.4
1998	52	1	1	5	76.8
1998	52	1	1	6	61.5
1998	52	1	1	7	46.9
1998	52	1	1	8	2.3
1998	52	1	1	99	42.7
1998	52	1	2	1	1.8
1998	52	1	2	2	36.4
1998	52	1	2	3	69.4
1998	52	1	2	4	82.2
1998	52	1	2	5	92.2
1998	52	1	2	6	90.9
1998	52	1	2	7	64.7
1998	52	1	2	8	24.7
1998	52	1	2	99	62.5
1998	52	1	3	2	50.7
1998	52	1	3	3	83.8
1998	52	1	3	4	94.9
1998	52	1	3	5	75.3
1998	52	1	3	6	72.4
1998	52	1	3	7	100.0
1998	52	1	3	8	55.0
1998	52	1	3	99	76.6
1998	52	1	99	1	3.8
1998	52	1	99	2	40.6
1998	52	1	99	3	73.7
1998	52	1	99	4	81.1
1998	52	1	99	5	84.5
1998	52	1	99	6	79.8
1998	52	1	99	7	56.5
1998	52	1	99	8	11.5
1998	52	1	99	99	58.5
1998	52	6	1	1	2.6
1998	52	6	1	2	5.6
1998	52	6	1	3	21.0
1998	52	6	1	4	0.0
1998	52	6	1	5	13.5
1998	52	6	1	6	20.8
1998	52	6	1	7	11.5
1998	52	6	1	8	0.0
1998	52	6	1	99	8.5
1998	52	6	2	1	1.6
1998	52	6	2	2	25.6
1998	52	6	2	3	44.0
1998	52	6	2	4	42.6
1998	52	6	2	5	39.6
1998	52	6	2	6	27.7
1998	52	6	2	7	17.7
1998	52	6	2	8	0.0
1998	52	6	2	99	28.9
1998	52	6	3	1	0.0
1998	52	6	3	2	28.9
1998	52	6	3	3	64.9
1998	52	6	3	4	72.5
1998	52	6	3	5	72.1
1998	52	6	3	6	74.4
1998	52	6	3	7	100.0
1998	52	6	3	8	0.0
1998	52	6	3	99	58.6
1998	52	6	99	1	1.9
1998	52	6	99	2	23.1
1998	52	6	99	3	42.0
1998	52	6	99	4	39.0
1998	52	6	99	5	34.5
1998	52	6	99	6	26.2
1998	52	6	99	7	13.8
1998	52	6	99	8	0.0
1998	52	6	99	99	22.6
1998	52	99	1	1	6.0
1998	52	99	1	2	25.7
1998	52	99	1	3	42.3
1998	52	99	1	4	25.1
1998	52	99	1	5	39.0
1998	52	99	1	6	36.1
1998	52	99	1	7	25.8
1998	52	99	1	8	0.8
1998	52	99	1	99	21.2
1998	52	99	2	1	1.7
1998	52	99	2	2	31.2
1998	52	99	2	3	56.4
1998	52	99	2	4	66.7
1998	52	99	2	5	69.1
1998	52	99	2	6	67.3
1998	52	99	2	7	53.1
1998	52	99	2	8	12.6
1998	52	99	2	99	47.8
1998	52	99	3	1	0.0
1998	52	99	3	2	34.4
1998	52	99	3	3	75.6
1998	52	99	3	4	82.7
1998	52	99	3	5	73.8
1998	52	99	3	6	72.9
1998	52	99	3	7	100.0
1998	52	99	3	8	35.6
1998	52	99	3	99	67.8
1998	52	99	99	1	2.9
1998	52	99	99	2	31.0
1998	52	99	99	3	57.0
1998	52	99	99	4	62.6
1998	52	99	99	5	59.2
1998	52	99	99	6	55.1
1998	52	99	99	7	35.6
1998	52	99	99	8	4.4
1998	52	99	99	99	40.1
1999	1	1	1	1	14.6
1999	1	1	1	2	78.9
1999	1	1	1	3	50.8
1999	1	1	1	4	61.4
1999	1	1	1	5	95.5
1999	1	1	1	6	88.5
1999	1	1	1	7	42.6
1999	1	1	1	8	0.0
1999	1	1	1	99	48.4
1999	1	1	2	1	19.2
1999	1	1	2	2	56.4
1999	1	1	2	3	91.0
1999	1	1	2	4	93.3
1999	1	1	2	5	93.5
1999	1	1	2	6	90.3
1999	1	1	2	7	61.5
1999	1	1	2	8	2.8
1999	1	1	2	99	74.1
1999	1	1	3	1	0.0
1999	1	1	3	2	47.2
1999	1	1	3	3	69.6
1999	1	1	3	4	85.1
1999	1	1	3	5	98.1
1999	1	1	3	6	96.0
1999	1	1	3	7	70.6
1999	1	1	3	8	18.4
1999	1	1	3	99	78.1
1999	1	1	99	1	18.4
1999	1	1	99	2	55.8
1999	1	1	99	3	84.6
1999	1	1	99	4	90.2
1999	1	1	99	5	94.7
1999	1	1	99	6	90.0
1999	1	1	99	7	48.3
1999	1	1	99	8	1.3
1999	1	1	99	99	65.8
1999	1	6	1	1	4.3
1999	1	6	1	2	100.0
1999	1	6	1	3	20.2
1999	1	6	1	4	36.6
1999	1	6	1	5	39.9
1999	1	6	1	6	32.1
1999	1	6	1	7	13.5
1999	1	6	1	8	0.3
1999	1	6	1	99	15.6
1999	1	6	2	1	7.6
1999	1	6	2	2	30.7
1999	1	6	2	3	75.1
1999	1	6	2	4	64.8
1999	1	6	2	5	59.0
1999	1	6	2	6	42.2
1999	1	6	2	7	30.0
1999	1	6	2	8	4.0
1999	1	6	2	99	45.5
1999	1	6	3	1	0.0
1999	1	6	3	2	33.0
1999	1	6	3	3	71.9
1999	1	6	3	4	78.9
1999	1	6	3	5	85.2
1999	1	6	3	6	96.0
1999	1	6	3	7	77.3
1999	1	6	3	8	0.0
1999	1	6	3	99	71.2
1999	1	6	99	1	7.3
1999	1	6	99	2	31.8
1999	1	6	99	3	71.9
1999	1	6	99	4	68.7
1999	1	6	99	5	61.0
1999	1	6	99	6	40.5
1999	1	6	99	7	17.4
1999	1	6	99	8	0.7
1999	1	6	99	99	37.7
1999	1	99	1	1	10.6
1999	1	99	1	2	81.5
1999	1	99	1	3	36.1
1999	1	99	1	4	55.8
1999	1	99	1	5	66.4
1999	1	99	1	6	60.9
1999	1	99	1	7	27.2
1999	1	99	1	8	0.2
1999	1	99	1	99	30.9
1999	1	99	2	1	12.8
1999	1	99	2	2	45.5
1999	1	99	2	3	84.3
1999	1	99	2	4	79.7
1999	1	99	2	5	77.6
1999	1	99	2	6	66.8
1999	1	99	2	7	49.5
1999	1	99	2	8	3.3
1999	1	99	2	99	60.9
1999	1	99	3	1	0.0
1999	1	99	3	2	38.8
1999	1	99	3	3	70.9
1999	1	99	3	4	81.0
1999	1	99	3	5	90.9
1999	1	99	3	6	96.0
1999	1	99	3	7	72.6
1999	1	99	3	8	11.6
1999	1	99	3	99	74.3
1999	1	99	99	1	12.5
1999	1	99	99	2	44.9
1999	1	99	99	3	78.7
1999	1	99	99	4	79.2
1999	1	99	99	5	78.1
1999	1	99	99	6	66.3
1999	1	99	99	7	33.0
1999	1	99	99	8	1.0
1999	1	99	99	99	51.7
1999	2	1	1	1	38.8
1999	2	1	1	2	64.3
1999	2	1	1	3	83.8
1999	2	1	1	4	90.2
1999	2	1	1	5	71.2
1999	2	1	1	6	73.4
1999	2	1	1	7	53.5
1999	2	1	1	8	2.5
1999	2	1	1	99	43.7
1999	2	1	2	1	24.8
1999	2	1	2	2	57.8
1999	2	1	2	3	88.0
1999	2	1	2	4	90.7
1999	2	1	2	5	92.7
1999	2	1	2	6	85.5
1999	2	1	2	7	76.1
1999	2	1	2	8	0.0
1999	2	1	2	99	74.0
1999	2	1	3	1	0.0
1999	2	1	3	2	0.0
1999	2	1	3	3	57.9
1999	2	1	3	4	96.1
1999	2	1	3	5	91.6
1999	2	1	3	6	99.0
1999	2	1	3	7	66.6
1999	2	1	3	8	28.1
1999	2	1	3	99	79.2
1999	2	1	99	1	27.3
1999	2	1	99	2	55.2
1999	2	1	99	3	84.4
1999	2	1	99	4	91.6
1999	2	1	99	5	85.7
1999	2	1	99	6	81.1
1999	2	1	99	7	58.4
1999	2	1	99	8	3.1
1999	2	1	99	99	61.2
1999	2	6	1	1	11.9
1999	2	6	1	2	69.9
1999	2	6	1	3	38.7
1999	2	6	1	4	40.5
1999	2	6	1	5	29.5
1999	2	6	1	6	28.0
1999	2	6	1	7	13.1
1999	2	6	1	8	0.1
1999	2	6	1	99	15.2
1999	2	6	2	1	12.6
1999	2	6	2	2	35.8
1999	2	6	2	3	51.2
1999	2	6	2	4	40.9
1999	2	6	2	5	41.0
1999	2	6	2	6	33.2
1999	2	6	2	7	16.9
1999	2	6	2	8	11.6
1999	2	6	2	99	35.7
1999	2	6	3	2	29.9
1999	2	6	3	3	48.0
1999	2	6	3	4	60.5
1999	2	6	3	5	75.9
1999	2	6	3	6	83.8
1999	2	6	3	7	57.3
1999	2	6	3	8	12.4
1999	2	6	3	99	56.8
1999	2	6	99	1	12.5
1999	2	6	99	2	38.9
1999	2	6	99	3	48.3
1999	2	6	99	4	43.6
1999	2	6	99	5	43.5
1999	2	6	99	6	33.6
1999	2	6	99	7	14.5
1999	2	6	99	8	0.8
1999	2	6	99	99	28.1
1999	2	99	1	1	29.6
1999	2	99	1	2	66.7
1999	2	99	1	3	62.1
1999	2	99	1	4	66.6
1999	2	99	1	5	52.7
1999	2	99	1	6	48.8
1999	2	99	1	7	31.6
1999	2	99	1	8	1.2
1999	2	99	1	99	28.8
1999	2	99	2	1	18.2
1999	2	99	2	2	47.7
1999	2	99	2	3	71.9
1999	2	99	2	4	63.8
1999	2	99	2	5	68.3
1999	2	99	2	6	55.1
1999	2	99	2	7	50.2
1999	2	99	2	8	4.0
1999	2	99	2	99	55.2
1999	2	99	3	1	0.0
1999	2	99	3	2	20.1
1999	2	99	3	3	50.9
1999	2	99	3	4	80.6
1999	2	99	3	5	83.7
1999	2	99	3	6	94.6
1999	2	99	3	7	64.7
1999	2	99	3	8	20.1
1999	2	99	3	99	68.1
1999	2	99	99	1	19.7
1999	2	99	99	2	47.4
1999	2	99	99	3	66.7
1999	2	99	99	4	67.0
1999	2	99	99	5	65.9
1999	2	99	99	6	56.4
1999	2	99	99	7	36.2
1999	2	99	99	8	1.8
1999	2	99	99	99	44.5
1999	3	1	1	1	33.3
1999	3	1	1	2	59.4
1999	3	1	1	3	72.9
1999	3	1	1	4	78.5
1999	3	1	1	5	76.3
1999	3	1	1	6	82.0
1999	3	1	1	7	46.1
1999	3	1	1	8	2.0
1999	3	1	1	99	44.4
1999	3	1	2	1	27.0
1999	3	1	2	2	59.6
1999	3	1	2	3	85.8
1999	3	1	2	4	87.0
1999	3	1	2	5	87.9
1999	3	1	2	6	88.8
1999	3	1	2	7	50.7
1999	3	1	2	8	0.0
1999	3	1	2	99	68.4
1999	3	1	3	1	0.0
1999	3	1	3	2	36.0
1999	3	1	3	3	54.4
1999	3	1	3	4	94.7
1999	3	1	3	5	96.5
1999	3	1	3	6	97.2
1999	3	1	3	7	87.8
1999	3	1	3	8	3.3
1999	3	1	3	99	77.2
1999	3	1	99	1	27.6
1999	3	1	99	2	57.3
1999	3	1	99	3	79.5
1999	3	1	99	4	86.8
1999	3	1	99	5	85.9
1999	3	1	99	6	86.2
1999	3	1	99	7	50.7
1999	3	1	99	8	1.8
1999	3	1	99	99	59.8
1999	3	6	1	1	28.7
1999	3	6	1	2	42.2
1999	3	6	1	3	38.4
1999	3	6	1	4	36.7
1999	3	6	1	5	42.9
1999	3	6	1	6	33.9
1999	3	6	1	7	18.5
1999	3	6	1	8	0.4
1999	3	6	1	99	18.4
1999	3	6	2	1	17.2
1999	3	6	2	2	51.8
1999	3	6	2	3	62.7
1999	3	6	2	4	57.9
1999	3	6	2	5	46.4
1999	3	6	2	6	50.4
1999	3	6	2	7	34.2
1999	3	6	2	8	3.3
1999	3	6	2	99	45.3
1999	3	6	3	2	50.8
1999	3	6	3	3	70.2
1999	3	6	3	4	78.1
1999	3	6	3	5	93.0
1999	3	6	3	6	82.2
1999	3	6	3	7	38.7
1999	3	6	3	8	0.0
1999	3	6	3	99	69.6
1999	3	6	99	1	18.2
1999	3	6	99	2	51.0
1999	3	6	99	3	61.2
1999	3	6	99	4	58.1
1999	3	6	99	5	51.5
1999	3	6	99	6	43.8
1999	3	6	99	7	22.2
1999	3	6	99	8	0.6
1999	3	6	99	99	35.3
1999	3	99	1	1	31.4
1999	3	99	1	2	51.5
1999	3	99	1	3	54.0
1999	3	99	1	4	58.1
1999	3	99	1	5	59.3
1999	3	99	1	6	56.9
1999	3	99	1	7	30.6
1999	3	99	1	8	1.1
1999	3	99	1	99	30.1
1999	3	99	2	1	22.3
1999	3	99	2	2	55.8
1999	3	99	2	3	75.6
1999	3	99	2	4	72.4
1999	3	99	2	5	67.1
1999	3	99	2	6	71.4
1999	3	99	2	7	43.2
1999	3	99	2	8	1.4
1999	3	99	2	99	57.4
1999	3	99	3	1	0.0
1999	3	99	3	2	44.5
1999	3	99	3	3	63.4
1999	3	99	3	4	86.0
1999	3	99	3	5	94.8
1999	3	99	3	6	90.6
1999	3	99	3	7	65.5
1999	3	99	3	8	1.8
1999	3	99	3	99	73.4
1999	3	99	99	1	23.2
1999	3	99	99	2	54.2
1999	3	99	99	3	70.8
1999	3	99	99	4	72.3
1999	3	99	99	5	68.7
1999	3	99	99	6	65.4
1999	3	99	99	7	35.5
1999	3	99	99	8	1.1
1999	3	99	99	99	47.3
1999	4	1	1	1	45.3
1999	4	1	1	2	71.0
1999	4	1	1	3	82.4
1999	4	1	1	4	78.1
1999	4	1	1	5	83.6
1999	4	1	1	6	70.3
1999	4	1	1	7	49.3
1999	4	1	1	8	1.1
1999	4	1	1	99	50.1
1999	4	1	2	1	30.8
1999	4	1	2	2	57.6
1999	4	1	2	3	79.2
1999	4	1	2	4	82.7
1999	4	1	2	5	90.4
1999	4	1	2	6	92.0
1999	4	1	2	7	45.5
1999	4	1	2	8	2.7
1999	4	1	2	99	67.3
1999	4	1	3	1	100.0
1999	4	1	3	2	6.1
1999	4	1	3	3	45.3
1999	4	1	3	4	93.6
1999	4	1	3	5	100.0
1999	4	1	3	6	98.9
1999	4	1	3	7	74.1
1999	4	1	3	8	0.0
1999	4	1	3	99	73.7
1999	4	1	99	1	34.8
1999	4	1	99	2	56.7
1999	4	1	99	3	75.5
1999	4	1	99	4	83.2
1999	4	1	99	5	88.8
1999	4	1	99	6	79.9
1999	4	1	99	7	50.0
1999	4	1	99	8	1.2
1999	4	1	99	99	59.5
1999	4	6	1	1	34.0
1999	4	6	1	2	52.2
1999	4	6	1	3	39.6
1999	4	6	1	4	34.8
1999	4	6	1	5	41.9
1999	4	6	1	6	39.8
1999	4	6	1	7	19.1
1999	4	6	1	8	1.7
1999	4	6	1	99	22.6
1999	4	6	2	1	17.7
1999	4	6	2	2	31.1
1999	4	6	2	3	52.0
1999	4	6	2	4	48.8
1999	4	6	2	5	44.0
1999	4	6	2	6	50.0
1999	4	6	2	7	22.4
1999	4	6	2	8	0.0
1999	4	6	2	99	38.2
1999	4	6	3	2	18.8
1999	4	6	3	3	59.1
1999	4	6	3	4	64.9
1999	4	6	3	5	75.3
1999	4	6	3	6	96.0
1999	4	6	3	7	0.0
1999	4	6	3	8	0.0
1999	4	6	3	99	59.9
1999	4	6	99	1	20.5
1999	4	6	99	2	32.8
1999	4	6	99	3	51.0
1999	4	6	99	4	48.6
1999	4	6	99	5	47.1
1999	4	6	99	6	49.1
1999	4	6	99	7	18.4
1999	4	6	99	8	1.5
1999	4	6	99	99	32.1
1999	4	99	1	1	40.9
1999	4	99	1	2	64.0
1999	4	99	1	3	65.3
1999	4	99	1	4	60.9
1999	4	99	1	5	60.7
1999	4	99	1	6	54.6
1999	4	99	1	7	32.8
1999	4	99	1	8	1.4
1999	4	99	1	99	35.6
1999	4	99	2	1	24.6
1999	4	99	2	2	45.6
1999	4	99	2	3	65.8
1999	4	99	2	4	65.1
1999	4	99	2	5	70.0
1999	4	99	2	6	73.0
1999	4	99	2	7	35.3
1999	4	99	2	8	1.6
1999	4	99	2	99	53.7
1999	4	99	3	1	100.0
1999	4	99	3	2	13.6
1999	4	99	3	3	54.0
1999	4	99	3	4	79.8
1999	4	99	3	5	86.9
1999	4	99	3	6	97.7
1999	4	99	3	7	32.1
1999	4	99	3	8	0.0
1999	4	99	3	99	66.6
1999	4	99	99	1	28.4
1999	4	99	99	2	45.9
1999	4	99	99	3	63.4
1999	4	99	99	4	66.7
1999	4	99	99	5	68.0
1999	4	99	99	6	64.9
1999	4	99	99	7	33.0
1999	4	99	99	8	1.4
1999	4	99	99	99	45.7
1999	5	1	1	1	40.1
1999	5	1	1	2	42.6
1999	5	1	1	3	64.5
1999	5	1	1	4	79.0
1999	5	1	1	5	84.4
1999	5	1	1	6	76.0
1999	5	1	1	7	61.7
1999	5	1	1	8	1.5
1999	5	1	1	99	40.6
1999	5	1	2	1	12.8
1999	5	1	2	2	53.8
1999	5	1	2	3	79.7
1999	5	1	2	4	94.0
1999	5	1	2	5	92.4
1999	5	1	2	6	88.3
1999	5	1	2	7	79.4
1999	5	1	2	8	7.8
1999	5	1	2	99	68.5
1999	5	1	3	2	14.5
1999	5	1	3	3	30.6
1999	5	1	3	4	82.4
1999	5	1	3	5	97.6
1999	5	1	3	6	88.8
1999	5	1	3	7	100.0
1999	5	1	3	8	35.2
1999	5	1	3	99	69.3
1999	5	1	99	1	17.9
1999	5	1	99	2	51.5
1999	5	1	99	3	62.9
1999	5	1	99	4	88.9
1999	5	1	99	5	90.2
1999	5	1	99	6	79.7
1999	5	1	99	7	65.7
1999	5	1	99	8	3.2
1999	5	1	99	99	53.2
1999	5	6	1	1	25.9
1999	5	6	1	2	14.2
1999	5	6	1	3	12.7
1999	5	6	1	4	29.1
1999	5	6	1	5	34.1
1999	5	6	1	6	27.6
1999	5	6	1	7	22.5
1999	5	6	1	8	0.1
1999	5	6	1	99	12.4
1999	5	6	2	1	11.3
1999	5	6	2	2	32.6
1999	5	6	2	3	54.6
