year	prov_resid	sexo	estud_gr	edad_gr	tparo
2000	42	99	3	99	9.3
2000	42	99	99	1	17.2
2000	42	99	99	2	17.8
2000	42	99	99	3	9.4
2000	42	99	99	4	6.5
2000	42	99	99	5	5.5
2000	42	99	99	6	4.9
2000	42	99	99	7	4.6
2000	42	99	99	8	0.0
2000	42	99	99	99	6.9
2000	43	1	1	1	32.3
2000	43	1	1	2	28.6
2000	43	1	1	3	3.4
2000	43	1	1	4	13.9
2000	43	1	1	5	7.2
2000	43	1	1	6	2.6
2000	43	1	1	7	2.4
2000	43	1	1	8	0.0
2000	43	1	1	99	5.4
2000	43	1	2	1	17.3
2000	43	1	2	2	14.5
2000	43	1	2	3	3.7
2000	43	1	2	4	2.3
2000	43	1	2	5	4.0
2000	43	1	2	6	4.8
2000	43	1	2	7	2.6
2000	43	1	2	8	0.0
2000	43	1	2	99	6.3
2000	43	1	3	1	10.4
2000	43	1	3	2	4.6
2000	43	1	3	3	8.2
2000	43	1	3	4	2.7
2000	43	1	3	5	0.2
2000	43	1	3	6	3.2
2000	43	1	3	7	0.0
2000	43	1	3	8	0.0
2000	43	1	3	99	3.2
2000	43	1	99	1	18.8
2000	43	1	99	2	13.8
2000	43	1	99	3	5.0
2000	43	1	99	4	3.2
2000	43	1	99	5	3.8
2000	43	1	99	6	3.4
2000	43	1	99	7	2.2
2000	43	1	99	8	0.0
2000	43	1	99	99	5.4
2000	43	6	1	1	59.4
2000	43	6	1	2	8.7
2000	43	6	1	3	35.1
2000	43	6	1	4	16.3
2000	43	6	1	5	30.1
2000	43	6	1	6	8.8
2000	43	6	1	7	4.8
2000	43	6	1	8	3.7
2000	43	6	1	99	14.2
2000	43	6	2	1	27.3
2000	43	6	2	2	19.6
2000	43	6	2	3	14.9
2000	43	6	2	4	10.8
2000	43	6	2	5	13.7
2000	43	6	2	6	12.6
2000	43	6	2	7	10.4
2000	43	6	2	8	0.0
2000	43	6	2	99	15.4
2000	43	6	3	1	16.2
2000	43	6	3	2	23.4
2000	43	6	3	3	6.3
2000	43	6	3	4	7.8
2000	43	6	3	5	7.9
2000	43	6	3	6	2.9
2000	43	6	3	7	11.5
2000	43	6	3	8	0.0
2000	43	6	3	99	8.9
2000	43	6	99	1	29.6
2000	43	6	99	2	20.3
2000	43	6	99	3	11.0
2000	43	6	99	4	10.0
2000	43	6	99	5	14.4
2000	43	6	99	6	8.8
2000	43	6	99	7	7.5
2000	43	6	99	8	3.4
2000	43	6	99	99	13.1
2000	43	99	1	1	41.2
2000	43	99	1	2	23.0
2000	43	99	1	3	10.7
2000	43	99	1	4	14.9
2000	43	99	1	5	14.0
2000	43	99	1	6	4.8
2000	43	99	1	7	3.0
2000	43	99	1	8	1.4
2000	43	99	1	99	8.2
2000	43	99	2	1	21.5
2000	43	99	2	2	16.5
2000	43	99	2	3	7.9
2000	43	99	2	4	5.2
2000	43	99	2	5	8.1
2000	43	99	2	6	7.8
2000	43	99	2	7	4.8
2000	43	99	2	8	0.0
2000	43	99	2	99	9.8
2000	43	99	3	1	12.5
2000	43	99	3	2	14.9
2000	43	99	3	3	7.1
2000	43	99	3	4	5.4
2000	43	99	3	5	3.5
2000	43	99	3	6	3.1
2000	43	99	3	7	5.1
2000	43	99	3	8	0.0
2000	43	99	3	99	6.1
2000	43	99	99	1	23.2
2000	43	99	99	2	16.6
2000	43	99	99	3	7.7
2000	43	99	99	4	6.0
2000	43	99	99	5	8.0
2000	43	99	99	6	5.5
2000	43	99	99	7	3.7
2000	43	99	99	8	1.2
2000	43	99	99	99	8.5
2000	44	1	1	1	0.0
2000	44	1	1	2	26.9
2000	44	1	1	3	6.2
2000	44	1	1	4	11.8
2000	44	1	1	5	1.8
2000	44	1	1	6	3.8
2000	44	1	1	7	4.1
2000	44	1	1	8	0.0
2000	44	1	1	99	4.4
2000	44	1	2	1	21.9
2000	44	1	2	2	5.2
2000	44	1	2	3	4.6
2000	44	1	2	4	4.6
2000	44	1	2	5	0.9
2000	44	1	2	6	0.5
2000	44	1	2	7	7.0
2000	44	1	2	8	0.0
2000	44	1	2	99	3.5
2000	44	1	3	1	0.0
2000	44	1	3	2	3.4
2000	44	1	3	3	22.2
2000	44	1	3	4	5.1
2000	44	1	3	5	0.4
2000	44	1	3	6	0.0
2000	44	1	3	7	0.0
2000	44	1	3	8	0.0
2000	44	1	3	99	3.8
2000	44	1	99	1	16.8
2000	44	1	99	2	6.4
2000	44	1	99	3	8.3
2000	44	1	99	4	6.0
2000	44	1	99	5	1.0
2000	44	1	99	6	2.1
2000	44	1	99	7	4.1
2000	44	1	99	8	0.0
2000	44	1	99	99	3.8
2000	44	6	1	1	32.0
2000	44	6	1	2	0.0
2000	44	6	1	3	17.1
2000	44	6	1	4	7.1
2000	44	6	1	5	4.9
2000	44	6	1	6	3.0
2000	44	6	1	7	0.0
2000	44	6	1	8	0.0
2000	44	6	1	99	3.8
2000	44	6	2	1	17.0
2000	44	6	2	2	10.8
2000	44	6	2	3	19.5
2000	44	6	2	4	19.7
2000	44	6	2	5	9.8
2000	44	6	2	6	12.8
2000	44	6	2	7	0.0
2000	44	6	2	8	0.0
2000	44	6	2	99	13.9
2000	44	6	3	1	100.0
2000	44	6	3	2	45.8
2000	44	6	3	3	36.5
2000	44	6	3	4	15.2
2000	44	6	3	5	8.1
2000	44	6	3	6	0.0
2000	44	6	3	7	0.0
2000	44	6	3	8	0.0
2000	44	6	3	99	16.8
2000	44	6	99	1	23.9
2000	44	6	99	2	23.6
2000	44	6	99	3	25.5
2000	44	6	99	4	16.4
2000	44	6	99	5	8.2
2000	44	6	99	6	5.8
2000	44	6	99	7	0.0
2000	44	6	99	8	0.0
2000	44	6	99	99	11.9
2000	44	99	1	1	5.7
2000	44	99	1	2	16.9
2000	44	99	1	3	9.3
2000	44	99	1	4	10.2
2000	44	99	1	5	2.9
2000	44	99	1	6	3.5
2000	44	99	1	7	2.9
2000	44	99	1	8	0.0
2000	44	99	1	99	4.2
2000	44	99	2	1	20.2
2000	44	99	2	2	6.6
2000	44	99	2	3	8.9
2000	44	99	2	4	10.4
2000	44	99	2	5	4.0
2000	44	99	2	6	4.9
2000	44	99	2	7	6.6
2000	44	99	2	8	0.0
2000	44	99	2	99	6.9
2000	44	99	3	1	100.0
2000	44	99	3	2	26.3
2000	44	99	3	3	29.1
2000	44	99	3	4	10.3
2000	44	99	3	5	4.3
2000	44	99	3	6	0.0
2000	44	99	3	7	0.0
2000	44	99	3	8	0.0
2000	44	99	3	99	9.7
2000	44	99	99	1	19.1
2000	44	99	99	2	12.0
2000	44	99	99	3	14.1
2000	44	99	99	4	10.3
2000	44	99	99	5	3.8
2000	44	99	99	6	3.4
2000	44	99	99	7	3.1
2000	44	99	99	8	0.0
2000	44	99	99	99	6.8
2000	45	1	1	1	26.8
2000	45	1	1	2	16.7
2000	45	1	1	3	4.7
2000	45	1	1	4	1.2
2000	45	1	1	5	6.2
2000	45	1	1	6	6.6
2000	45	1	1	7	9.8
2000	45	1	1	8	0.0
2000	45	1	1	99	7.2
2000	45	1	2	1	14.7
2000	45	1	2	2	10.2
2000	45	1	2	3	7.1
2000	45	1	2	4	3.4
2000	45	1	2	5	4.3
2000	45	1	2	6	4.9
2000	45	1	2	7	8.9
2000	45	1	2	8	0.0
2000	45	1	2	99	6.5
2000	45	1	3	1	100.0
2000	45	1	3	2	28.9
2000	45	1	3	3	10.4
2000	45	1	3	4	2.4
2000	45	1	3	5	0.3
2000	45	1	3	6	0.0
2000	45	1	3	7	0.0
2000	45	1	3	8	0.0
2000	45	1	3	99	6.1
2000	45	1	99	1	17.0
2000	45	1	99	2	13.7
2000	45	1	99	3	7.6
2000	45	1	99	4	2.9
2000	45	1	99	5	4.4
2000	45	1	99	6	5.4
2000	45	1	99	7	9.2
2000	45	1	99	8	0.0
2000	45	1	99	99	6.7
2000	45	6	1	1	71.0
2000	45	6	1	2	28.6
2000	45	6	1	3	29.4
2000	45	6	1	4	31.4
2000	45	6	1	5	27.4
2000	45	6	1	6	23.8
2000	45	6	1	7	13.5
2000	45	6	1	8	0.0
2000	45	6	1	99	24.7
2000	45	6	2	1	33.0
2000	45	6	2	2	24.2
2000	45	6	2	3	21.6
2000	45	6	2	4	34.1
2000	45	6	2	5	24.8
2000	45	6	2	6	16.7
2000	45	6	2	7	0.0
2000	45	6	2	8	0.0
2000	45	6	2	99	25.6
2000	45	6	3	2	33.1
2000	45	6	3	3	21.6
2000	45	6	3	4	5.9
2000	45	6	3	5	6.0
2000	45	6	3	6	11.9
2000	45	6	3	7	0.0
2000	45	6	3	8	0.0
2000	45	6	3	99	14.9
2000	45	6	99	1	39.6
2000	45	6	99	2	26.5
2000	45	6	99	3	21.9
2000	45	6	99	4	26.0
2000	45	6	99	5	20.8
2000	45	6	99	6	20.7
2000	45	6	99	7	11.2
2000	45	6	99	8	0.0
2000	45	6	99	99	23.0
2000	45	99	1	1	46.4
2000	45	99	1	2	22.6
2000	45	99	1	3	10.9
2000	45	99	1	4	8.0
2000	45	99	1	5	11.6
2000	45	99	1	6	11.0
2000	45	99	1	7	10.6
2000	45	99	1	8	0.0
2000	45	99	1	99	11.7
2000	45	99	2	1	22.1
2000	45	99	2	2	16.6
2000	45	99	2	3	12.9
2000	45	99	2	4	13.4
2000	45	99	2	5	11.7
2000	45	99	2	6	8.2
2000	45	99	2	7	7.3
2000	45	99	2	8	0.0
2000	45	99	2	99	13.6
2000	45	99	3	1	100.0
2000	45	99	3	2	31.3
2000	45	99	3	3	16.3
2000	45	99	3	4	4.2
2000	45	99	3	5	2.9
2000	45	99	3	6	2.7
2000	45	99	3	7	0.0
2000	45	99	3	8	0.0
2000	45	99	3	99	10.2
2000	45	99	99	1	26.2
2000	45	99	99	2	19.9
2000	45	99	99	3	13.7
2000	45	99	99	4	10.9
2000	45	99	99	5	10.1
2000	45	99	99	6	9.4
2000	45	99	99	7	9.6
2000	45	99	99	8	0.0
2000	45	99	99	99	12.4
2000	46	1	1	1	15.6
2000	46	1	1	2	19.8
2000	46	1	1	3	6.4
2000	46	1	1	4	12.9
2000	46	1	1	5	11.1
2000	46	1	1	6	4.6
2000	46	1	1	7	7.8
2000	46	1	1	8	0.0
2000	46	1	1	99	7.8
2000	46	1	2	1	22.8
2000	46	1	2	2	13.4
2000	46	1	2	3	7.7
2000	46	1	2	4	6.1
2000	46	1	2	5	3.3
2000	46	1	2	6	6.2
2000	46	1	2	7	5.4
2000	46	1	2	8	0.0
2000	46	1	2	99	7.4
2000	46	1	3	1	12.5
2000	46	1	3	2	19.4
2000	46	1	3	3	14.4
2000	46	1	3	4	4.7
2000	46	1	3	5	2.7
2000	46	1	3	6	5.4
2000	46	1	3	7	0.0
2000	46	1	3	8	0.0
2000	46	1	3	99	6.9
2000	46	1	99	1	22.0
2000	46	1	99	2	14.7
2000	46	1	99	3	9.8
2000	46	1	99	4	6.3
2000	46	1	99	5	4.3
2000	46	1	99	6	5.4
2000	46	1	99	7	6.2
2000	46	1	99	8	0.0
2000	46	1	99	99	7.4
2000	46	6	1	1	35.7
2000	46	6	1	2	39.2
2000	46	6	1	3	19.5
2000	46	6	1	4	31.6
2000	46	6	1	5	15.6
2000	46	6	1	6	16.9
2000	46	6	1	7	12.3
2000	46	6	1	8	0.0
2000	46	6	1	99	17.3
2000	46	6	2	1	29.7
2000	46	6	2	2	25.5
2000	46	6	2	3	18.0
2000	46	6	2	4	15.6
2000	46	6	2	5	16.5
2000	46	6	2	6	15.1
2000	46	6	2	7	10.0
2000	46	6	2	8	0.0
2000	46	6	2	99	18.9
2000	46	6	3	1	13.3
2000	46	6	3	2	22.3
2000	46	6	3	3	16.6
2000	46	6	3	4	11.8
2000	46	6	3	5	14.4
2000	46	6	3	6	8.9
2000	46	6	3	7	14.8
2000	46	6	3	8	0.0
2000	46	6	3	99	15.0
2000	46	6	99	1	29.3
2000	46	6	99	2	24.8
2000	46	6	99	3	17.4
2000	46	6	99	4	15.2
2000	46	6	99	5	15.8
2000	46	6	99	6	14.6
2000	46	6	99	7	12.2
2000	46	6	99	8	0.0
2000	46	6	99	99	17.4
2000	46	99	1	1	26.1
2000	46	99	1	2	25.8
2000	46	99	1	3	8.9
2000	46	99	1	4	19.5
2000	46	99	1	5	12.9
2000	46	99	1	6	9.2
2000	46	99	1	7	8.9
2000	46	99	1	8	0.0
2000	46	99	1	99	11.0
2000	46	99	2	1	26.0
2000	46	99	2	2	18.6
2000	46	99	2	3	12.0
2000	46	99	2	4	9.7
2000	46	99	2	5	8.3
2000	46	99	2	6	9.0
2000	46	99	2	7	6.2
2000	46	99	2	8	0.0
2000	46	99	2	99	11.8
2000	46	99	3	1	13.0
2000	46	99	3	2	21.3
2000	46	99	3	3	15.6
2000	46	99	3	4	8.2
2000	46	99	3	5	7.9
2000	46	99	3	6	6.7
2000	46	99	3	7	3.5
2000	46	99	3	8	0.0
2000	46	99	3	99	10.8
2000	46	99	99	1	25.4
2000	46	99	99	2	19.5
2000	46	99	99	3	13.3
2000	46	99	99	4	10.0
2000	46	99	99	5	8.8
2000	46	99	99	6	8.6
2000	46	99	99	7	7.6
2000	46	99	99	8	0.0
2000	46	99	99	99	11.4
2000	47	1	1	1	33.3
2000	47	1	1	2	5.6
2000	47	1	1	3	6.8
2000	47	1	1	4	11.9
2000	47	1	1	5	1.7
2000	47	1	1	6	2.6
2000	47	1	1	7	9.3
2000	47	1	1	8	0.0
2000	47	1	1	99	5.3
2000	47	1	2	1	28.8
2000	47	1	2	2	21.2
2000	47	1	2	3	11.2
2000	47	1	2	4	8.3
2000	47	1	2	5	3.9
2000	47	1	2	6	2.4
2000	47	1	2	7	4.4
2000	47	1	2	8	0.0
2000	47	1	2	99	9.3
2000	47	1	3	1	31.5
2000	47	1	3	2	16.7
2000	47	1	3	3	17.1
2000	47	1	3	4	12.8
2000	47	1	3	5	3.9
2000	47	1	3	6	2.5
2000	47	1	3	7	5.1
2000	47	1	3	8	0.0
2000	47	1	3	99	9.3
2000	47	1	99	1	29.5
2000	47	1	99	2	19.1
2000	47	1	99	3	13.1
2000	47	1	99	4	10.5
2000	47	1	99	5	3.5
2000	47	1	99	6	2.5
2000	47	1	99	7	7.3
2000	47	1	99	8	0.0
2000	47	1	99	99	8.3
2000	47	6	1	1	89.1
2000	47	6	1	2	0.0
2000	47	6	1	3	38.1
2000	47	6	1	4	20.1
2000	47	6	1	5	14.7
2000	47	6	1	6	29.3
2000	47	6	1	7	19.5
2000	47	6	1	8	0.0
2000	47	6	1	99	23.4
2000	47	6	2	1	57.4
2000	47	6	2	2	49.4
2000	47	6	2	3	25.0
2000	47	6	2	4	23.8
2000	47	6	2	5	19.2
2000	47	6	2	6	24.7
2000	47	6	2	7	19.3
2000	47	6	2	8	0.0
2000	47	6	2	99	27.8
2000	47	6	3	1	0.0
2000	47	6	3	2	38.0
2000	47	6	3	3	36.3
2000	47	6	3	4	28.3
2000	47	6	3	5	16.7
2000	47	6	3	6	9.4
2000	47	6	3	7	5.4
2000	47	6	3	8	0.0
2000	47	6	3	99	26.7
2000	47	6	99	1	60.4
2000	47	6	99	2	44.0
2000	47	6	99	3	32.0
2000	47	6	99	4	25.3
2000	47	6	99	5	17.4
2000	47	6	99	6	23.1
2000	47	6	99	7	17.6
2000	47	6	99	8	0.0
2000	47	6	99	99	26.5
2000	47	99	1	1	54.1
2000	47	99	1	2	5.0
2000	47	99	1	3	23.4
2000	47	99	1	4	15.6
2000	47	99	1	5	7.3
2000	47	99	1	6	9.4
2000	47	99	1	7	12.1
2000	47	99	1	8	0.0
2000	47	99	1	99	11.2
2000	47	99	2	1	39.3
2000	47	99	2	2	31.2
2000	47	99	2	3	16.5
2000	47	99	2	4	14.1
2000	47	99	2	5	9.5
2000	47	99	2	6	10.2
2000	47	99	2	7	9.4
2000	47	99	2	8	0.0
2000	47	99	2	99	16.0
2000	47	99	3	1	20.2
2000	47	99	3	2	28.6
2000	47	99	3	3	28.2
2000	47	99	3	4	19.5
2000	47	99	3	5	9.9
2000	47	99	3	6	4.7
2000	47	99	3	7	5.2
2000	47	99	3	8	0.0
2000	47	99	3	99	17.4
2000	47	99	99	1	40.9
2000	47	99	99	2	29.2
2000	47	99	99	3	22.2
2000	47	99	99	4	16.5
2000	47	99	99	5	9.2
2000	47	99	99	6	8.7
2000	47	99	99	7	10.2
2000	47	99	99	8	0.0
2000	47	99	99	99	15.4
2000	48	1	1	1	100.0
2000	48	1	1	2	0.0
2000	48	1	1	3	24.7
2000	48	1	1	4	16.3
2000	48	1	1	5	10.0
2000	48	1	1	6	4.8
2000	48	1	1	7	6.3
2000	48	1	1	8	0.0
2000	48	1	1	99	8.1
2000	48	1	2	1	56.2
2000	48	1	2	2	19.3
2000	48	1	2	3	13.3
2000	48	1	2	4	6.2
2000	48	1	2	5	4.9
2000	48	1	2	6	3.4
2000	48	1	2	7	10.3
2000	48	1	2	8	0.0
2000	48	1	2	99	9.0
2000	48	1	3	1	71.5
2000	48	1	3	2	26.4
2000	48	1	3	3	20.4
2000	48	1	3	4	4.7
2000	48	1	3	5	3.4
2000	48	1	3	6	1.7
2000	48	1	3	7	3.9
2000	48	1	3	8	0.0
2000	48	1	3	99	9.0
2000	48	1	99	1	61.4
2000	48	1	99	2	21.9
2000	48	1	99	3	17.6
2000	48	1	99	4	6.3
2000	48	1	99	5	5.2
2000	48	1	99	6	3.5
2000	48	1	99	7	6.5
2000	48	1	99	8	0.0
2000	48	1	99	99	8.8
2000	48	6	1	1	100.0
2000	48	6	1	2	29.2
2000	48	6	1	3	34.8
2000	48	6	1	4	59.1
2000	48	6	1	5	24.9
2000	48	6	1	6	21.2
2000	48	6	1	7	2.4
2000	48	6	1	8	0.0
2000	48	6	1	99	20.2
2000	48	6	2	1	52.7
2000	48	6	2	2	27.8
2000	48	6	2	3	23.7
2000	48	6	2	4	24.6
2000	48	6	2	5	26.8
2000	48	6	2	6	17.8
2000	48	6	2	7	15.6
2000	48	6	2	8	0.0
2000	48	6	2	99	25.4
2000	48	6	3	1	0.0
2000	48	6	3	2	36.1
2000	48	6	3	3	19.7
2000	48	6	3	4	18.0
2000	48	6	3	5	15.6
2000	48	6	3	6	0.0
2000	48	6	3	7	0.0
2000	48	6	3	8	0.0
2000	48	6	3	99	18.5
2000	48	6	99	1	53.7
2000	48	6	99	2	32.2
2000	48	6	99	3	21.5
2000	48	6	99	4	22.1
2000	48	6	99	5	22.1
2000	48	6	99	6	15.6
2000	48	6	99	7	5.2
2000	48	6	99	8	0.0
2000	48	6	99	99	21.6
2000	48	99	1	1	100.0
2000	48	99	1	2	14.3
2000	48	99	1	3	27.8
2000	48	99	1	4	24.9
2000	48	99	1	5	15.8
2000	48	99	1	6	10.4
2000	48	99	1	7	5.1
2000	48	99	1	8	0.0
2000	48	99	1	99	12.3
2000	48	99	2	1	54.3
2000	48	99	2	2	23.0
2000	48	99	2	3	17.5
2000	48	99	2	4	13.9
2000	48	99	2	5	14.6
2000	48	99	2	6	8.6
2000	48	99	2	7	12.0
2000	48	99	2	8	0.0
2000	48	99	2	99	15.8
2000	48	99	3	1	71.5
2000	48	99	3	2	31.4
2000	48	99	3	3	20.0
2000	48	99	3	4	11.0
2000	48	99	3	5	8.2
2000	48	99	3	6	1.2
2000	48	99	3	7	3.1
2000	48	99	3	8	0.0
2000	48	99	3	99	13.1
2000	48	99	99	1	57.6
2000	48	99	99	2	26.9
2000	48	99	99	3	19.5
2000	48	99	99	4	13.2
2000	48	99	99	5	12.2
2000	48	99	99	6	7.6
2000	48	99	99	7	6.1
2000	48	99	99	8	0.0
2000	48	99	99	99	14.0
2000	49	1	1	1	35.3
2000	49	1	1	2	13.4
2000	49	1	1	3	11.9
2000	49	1	1	4	17.3
2000	49	1	1	5	5.6
2000	49	1	1	6	8.8
2000	49	1	1	7	5.9
2000	49	1	1	8	0.0
2000	49	1	1	99	8.5
2000	49	1	2	1	34.8
2000	49	1	2	2	24.9
2000	49	1	2	3	12.9
2000	49	1	2	4	12.8
2000	49	1	2	5	5.9
2000	49	1	2	6	3.9
2000	49	1	2	7	8.6
2000	49	1	2	8	0.0
2000	49	1	2	99	12.0
2000	49	1	3	2	12.3
2000	49	1	3	3	22.5
2000	49	1	3	4	12.1
2000	49	1	3	5	0.0
2000	49	1	3	6	1.9
2000	49	1	3	7	0.0
2000	49	1	3	8	0.0
2000	49	1	3	99	4.9
2000	49	1	99	1	34.9
2000	49	1	99	2	20.7
2000	49	1	99	3	13.9
2000	49	1	99	4	14.1
2000	49	1	99	5	4.8
2000	49	1	99	6	6.7
2000	49	1	99	7	5.7
2000	49	1	99	8	0.0
2000	49	1	99	99	9.4
2000	49	6	1	1	56.3
2000	49	6	1	2	52.9
2000	49	6	1	3	19.5
2000	49	6	1	4	45.3
2000	49	6	1	5	22.3
2000	49	6	1	6	14.3
2000	49	6	1	7	5.1
2000	49	6	1	8	0.0
2000	49	6	1	99	20.2
2000	49	6	2	1	62.0
2000	49	6	2	2	48.0
2000	49	6	2	3	37.0
2000	49	6	2	4	27.3
2000	49	6	2	5	41.3
2000	49	6	2	6	12.9
2000	49	6	2	7	0.0
2000	49	6	2	8	0.0
2000	49	6	2	99	36.0
2000	49	6	3	2	71.5
2000	49	6	3	3	56.9
2000	49	6	3	4	9.2
2000	49	6	3	5	5.4
2000	49	6	3	6	5.2
2000	49	6	3	7	0.0
2000	49	6	3	8	0.0
2000	49	6	3	99	19.8
2000	49	6	99	1	58.7
2000	49	6	99	2	53.1
2000	49	6	99	3	39.6
2000	49	6	99	4	23.8
2000	49	6	99	5	25.0
2000	49	6	99	6	12.2
2000	49	6	99	7	4.2
2000	49	6	99	8	0.0
2000	49	6	99	99	26.5
2000	49	99	1	1	48.9
2000	49	99	1	2	28.9
2000	49	99	1	3	13.7
2000	49	99	1	4	21.3
2000	49	99	1	5	8.9
2000	49	99	1	6	10.0
2000	49	99	1	7	5.7
2000	49	99	1	8	0.0
2000	49	99	1	99	11.2
2000	49	99	2	1	39.3
2000	49	99	2	2	34.5
2000	49	99	2	3	21.9
2000	49	99	2	4	17.1
2000	49	99	2	5	18.3
2000	49	99	2	6	6.2
2000	49	99	2	7	7.5
2000	49	99	2	8	0.0
2000	49	99	2	99	19.6
2000	49	99	3	2	46.6
2000	49	99	3	3	41.8
2000	49	99	3	4	10.4
2000	49	99	3	5	2.7
2000	49	99	3	6	3.1
2000	49	99	3	7	0.0
2000	49	99	3	8	0.0
2000	49	99	3	99	11.9
2000	49	99	99	1	41.8
2000	49	99	99	2	34.6
2000	49	99	99	3	23.4
2000	49	99	99	4	17.1
2000	49	99	99	5	11.4
2000	49	99	99	6	8.1
2000	49	99	99	7	5.3
2000	49	99	99	8	0.0
2000	49	99	99	99	14.6
2000	50	1	1	1	13.5
2000	50	1	1	2	5.5
2000	50	1	1	3	19.9
2000	50	1	1	4	1.3
2000	50	1	1	5	2.5
2000	50	1	1	6	1.8
2000	50	1	1	7	3.0
2000	50	1	1	8	0.0
2000	50	1	1	99	3.2
2000	50	1	2	1	22.7
2000	50	1	2	2	9.9
2000	50	1	2	3	3.5
2000	50	1	2	4	3.6
2000	50	1	2	5	1.8
2000	50	1	2	6	0.6
2000	50	1	2	7	3.1
2000	50	1	2	8	0.0
2000	50	1	2	99	4.2
2000	50	1	3	1	0.0
2000	50	1	3	2	11.0
2000	50	1	3	3	7.9
2000	50	1	3	4	4.8
2000	50	1	3	5	1.3
2000	50	1	3	6	0.9
2000	50	1	3	7	1.8
2000	50	1	3	8	0.0
2000	50	1	3	99	4.2
2000	50	1	99	1	19.9
2000	50	1	99	2	10.1
2000	50	1	99	3	6.5
2000	50	1	99	4	3.8
2000	50	1	99	5	1.8
2000	50	1	99	6	1.2
2000	50	1	99	7	2.8
2000	50	1	99	8	0.0
2000	50	1	99	99	3.9
2000	50	6	1	1	69.9
2000	50	6	1	2	0.0
2000	50	6	1	3	0.0
2000	50	6	1	4	43.4
2000	50	6	1	5	13.0
2000	50	6	1	6	11.0
2000	50	6	1	7	3.1
2000	50	6	1	8	0.0
2000	50	6	1	99	11.7
2000	50	6	2	1	32.8
2000	50	6	2	2	19.1
2000	50	6	2	3	16.4
2000	50	6	2	4	12.2
2000	50	6	2	5	10.8
2000	50	6	2	6	12.9
2000	50	6	2	7	8.9
2000	50	6	2	8	0.0
2000	50	6	2	99	14.6
2000	50	6	3	1	31.6
2000	50	6	3	2	22.5
2000	50	6	3	3	11.6
2000	50	6	3	4	12.3
2000	50	6	3	5	12.7
2000	50	6	3	6	4.6
2000	50	6	3	7	6.3
2000	50	6	3	8	0.0
2000	50	6	3	99	12.5
2000	50	6	99	1	40.2
2000	50	6	99	2	20.2
2000	50	6	99	3	13.3
2000	50	6	99	4	13.1
2000	50	6	99	5	11.9
2000	50	6	99	6	10.1
2000	50	6	99	7	5.1
2000	50	6	99	8	0.0
2000	50	6	99	99	13.3
2000	50	99	1	1	32.9
2000	50	99	1	2	4.8
2000	50	99	1	3	13.3
2000	50	99	1	4	7.6
2000	50	99	1	5	6.4
2000	50	99	1	6	4.6
2000	50	99	1	7	3.0
2000	50	99	1	8	0.0
2000	50	99	1	99	5.6
2000	50	99	2	1	26.7
2000	50	99	2	2	14.0
2000	50	99	2	3	8.9
2000	50	99	2	4	7.3
2000	50	99	2	5	5.3
2000	50	99	2	6	4.6
2000	50	99	2	7	4.7
2000	50	99	2	8	0.0
2000	50	99	2	99	8.3
2000	50	99	3	1	17.6
2000	50	99	3	2	16.4
2000	50	99	3	3	9.7
2000	50	99	3	4	8.2
2000	50	99	3	5	6.1
2000	50	99	3	6	2.1
2000	50	99	3	7	3.1
2000	50	99	3	8	0.0
2000	50	99	3	99	7.7
2000	50	99	99	1	27.8
2000	50	99	99	2	14.6
2000	50	99	99	3	9.5
2000	50	99	99	4	7.7
2000	50	99	99	5	5.8
2000	50	99	99	6	4.1
2000	50	99	99	7	3.3
2000	50	99	99	8	0.0
2000	50	99	99	99	7.4
2000	51	1	1	1	0.0
2000	51	1	1	2	49.8
2000	51	1	1	3	33.2
2000	51	1	1	4	14.6
2000	51	1	1	5	17.7
2000	51	1	1	6	7.0
2000	51	1	1	7	12.0
2000	51	1	1	8	0.0
2000	51	1	1	99	17.3
2000	51	1	2	1	86.5
2000	51	1	2	2	26.9
2000	51	1	2	3	15.9
2000	51	1	2	4	8.4
2000	51	1	2	5	17.7
2000	51	1	2	6	18.7
2000	51	1	2	7	5.5
2000	51	1	2	8	0.0
2000	51	1	2	99	19.7
2000	51	1	3	2	19.3
2000	51	1	3	3	31.7
2000	51	1	3	4	9.6
2000	51	1	3	5	0.0
2000	51	1	3	6	0.0
2000	51	1	3	7	0.0
2000	51	1	3	8	0.0
2000	51	1	3	99	7.6
2000	51	1	99	1	75.9
2000	51	1	99	2	29.6
2000	51	1	99	3	21.9
2000	51	1	99	4	10.0
2000	51	1	99	5	14.7
2000	51	1	99	6	10.7
2000	51	1	99	7	6.0
2000	51	1	99	8	0.0
2000	51	1	99	99	16.8
2000	51	6	1	1	100.0
2000	51	6	1	2	62.0
2000	51	6	1	3	20.3
2000	51	6	1	4	60.6
2000	51	6	1	5	47.3
2000	51	6	1	6	43.2
2000	51	6	1	7	24.1
2000	51	6	1	8	19.7
2000	51	6	1	99	47.9
2000	51	6	2	1	65.9
2000	51	6	2	2	60.3
2000	51	6	2	3	40.4
2000	51	6	2	4	33.0
2000	51	6	2	5	37.7
2000	51	6	2	6	38.2
2000	51	6	2	7	0.0
2000	51	6	2	8	0.0
2000	51	6	2	99	43.7
2000	51	6	3	1	0.0
2000	51	6	3	2	40.7
2000	51	6	3	3	41.9
2000	51	6	3	4	4.1
2000	51	6	3	5	8.9
2000	51	6	3	6	0.0
2000	51	6	3	7	0.0
2000	51	6	3	8	0.0
