year	sexo	estud_gr	edad_gr	min_t	p20_t	p40_t	p60_t	p80_t	max_t	min_t2	p20_t2	p40_t2	p60_t2	p80_t2	max_t2
2010	99	2	7	35	43	46	49	53	72	41	52	53	57	59	78
2010	99	2	8	0	2	2	4	5	8	0	2	3	4	5	8
2010	99	2	99	42	49	54	56	58	64	58	66	68	70	71	75
2010	99	3	1	0	0	0	0	61	100	0	0	61	100	100	100
2010	99	3	2	3	33	37	43	49	71	24	53	58	63	67	86
2010	99	3	3	45	63	68	72	77	92	63	83	85	88	91	96
2010	99	3	4	69	77	80	83	85	91	83	90	92	93	94	97
2010	99	3	5	72	80	82	85	87	92	85	90	92	92	94	98
2010	99	3	6	65	82	85	87	90	94	79	89	91	93	94	97
2010	99	3	7	37	60	65	69	73	88	39	64	69	73	75	88
2010	99	3	8	0	5	7	8	12	31	0	5	7	8	12	31
2010	99	3	99	62	68	71	73	77	82	72	79	81	82	84	87
2010	99	99	1	2	7	7	8	10	16	8	17	20	22	24	35
2010	99	99	2	23	34	38	40	45	51	45	56	60	65	68	73
2010	99	99	3	41	59	63	66	71	77	66	84	85	86	88	91
2010	99	99	4	42	66	70	74	77	82	65	86	88	89	90	94
2010	99	99	5	59	64	70	74	77	86	71	84	86	88	89	92
2010	99	99	6	53	61	65	72	76	81	69	76	78	81	84	87
2010	99	99	7	28	38	41	45	49	59	38	46	48	51	55	63
2010	99	99	8	1	1	2	2	3	5	1	1	2	2	3	6
2010	99	99	99	40	42	45	48	51	55	48	53	57	59	62	66
2011	1	1	1	0	2	5	8	11	39	0	13	23	30	36	58
2011	1	1	2	12	31	37	45	60	83	55	75	82	87	91	100
2011	1	1	3	0	33	43	52	69	100	0	77	85	91	96	100
2011	1	1	4	0	31	45	59	71	100	0	71	79	90	94	100
2011	1	1	5	38	50	55	59	69	78	66	73	82	86	89	100
2011	1	1	6	19	49	54	60	67	83	62	74	78	84	88	96
2011	1	1	7	24	36	40	46	51	68	37	49	55	59	62	76
2011	1	1	8	0	1	1	1	2	5	0	1	1	1	2	5
2011	1	1	99	12	20	24	26	30	33	14	26	33	38	44	59
2011	1	2	1	1	5	6	8	10	22	8	15	18	21	23	39
2011	1	2	2	14	29	34	37	42	59	36	55	59	63	68	78
2011	1	2	3	52	60	63	69	71	82	79	88	89	91	93	96
2011	1	2	4	57	66	70	74	84	88	84	93	94	96	97	100
2011	1	2	5	66	72	76	79	83	91	89	93	94	95	96	99
2011	1	2	6	61	71	75	79	82	90	76	88	90	92	95	98
2011	1	2	7	43	52	56	61	69	77	52	61	64	70	75	83
2011	1	2	8	0	0	2	4	6	11	0	0	2	4	6	11
2011	1	2	99	51	55	58	61	64	70	63	74	75	77	78	83
2011	1	3	1	0	0	0	26	57	100	0	0	0	60	100	100
2011	1	3	2	11	23	28	37	47	80	33	49	53	59	66	88
2011	1	3	3	34	60	67	71	76	86	69	84	86	89	92	98
2011	1	3	4	63	78	82	86	89	95	72	94	95	97	98	100
2011	1	3	5	73	84	88	89	92	98	92	96	97	98	99	100
2011	1	3	6	63	84	88	90	92	99	86	93	95	96	97	100
2011	1	3	7	39	63	67	71	76	89	49	69	71	76	78	95
2011	1	3	8	0	4	6	9	11	55	0	4	6	9	11	55
2011	1	3	99	60	71	73	75	77	82	71	80	83	84	86	90
2011	1	99	1	2	5	6	8	11	21	9	17	19	23	25	39
2011	1	99	2	17	31	35	39	43	53	47	58	62	65	69	76
2011	1	99	3	50	59	63	66	72	80	76	86	88	89	92	95
2011	1	99	4	55	68	74	77	80	87	83	92	94	95	96	98
2011	1	99	5	67	73	78	80	84	92	89	93	94	95	96	98
2011	1	99	6	60	69	75	78	82	90	78	87	90	91	93	96
2011	1	99	7	39	50	51	56	62	74	51	59	62	65	70	78
2011	1	99	8	1	1	2	2	3	5	1	1	2	2	3	5
2011	1	99	99	45	48	51	54	57	63	55	62	65	67	70	73
2011	6	1	1	0	0	1	5	8	26	0	6	12	19	29	47
2011	6	1	2	0	12	26	44	54	100	5	47	65	76	82	100
2011	6	1	3	0	12	29	40	47	100	15	46	62	69	83	100
2011	6	1	4	0	17	30	41	50	100	0	51	64	68	79	100
2011	6	1	5	13	30	34	43	51	72	33	57	61	67	73	88
2011	6	1	6	18	30	36	41	48	61	32	50	54	58	64	75
2011	6	1	7	12	19	22	25	33	44	18	24	27	30	37	47
2011	6	1	8	0	0	1	1	1	2	0	0	1	1	1	2
2011	6	1	99	7	10	11	12	15	20	10	13	16	19	24	34
2011	6	2	1	0	2	5	6	8	17	3	10	13	16	21	33
2011	6	2	2	10	25	30	32	38	46	34	46	53	58	62	69
2011	6	2	3	22	49	55	59	65	72	47	77	81	83	86	91
2011	6	2	4	27	48	56	60	68	76	50	75	79	82	86	90
2011	6	2	5	38	47	56	60	65	72	53	71	74	78	81	84
2011	6	2	6	38	50	54	60	64	72	54	64	69	72	76	85
2011	6	2	7	24	34	38	41	46	66	33	40	44	49	53	66
2011	6	2	8	0	1	2	3	6	17	0	1	2	4	6	17
2011	6	2	99	27	39	44	47	49	56	48	57	58	61	64	68
2011	6	3	1	0	0	0	74	100	100	0	0	81	100	100	100
2011	6	3	2	21	28	35	41	46	67	43	50	59	64	69	91
2011	6	3	3	23	57	65	71	75	90	57	82	85	88	93	99
2011	6	3	4	58	72	76	80	82	93	60	86	89	91	93	97
2011	6	3	5	62	72	76	79	82	85	78	85	87	89	90	95
2011	6	3	6	69	75	78	81	84	96	77	84	86	88	91	97
2011	6	3	7	37	59	61	67	71	95	41	62	67	71	76	95
2011	6	3	8	0	0	3	6	8	18	0	0	3	6	8	22
2011	6	3	99	57	62	67	71	73	79	66	77	80	81	83	87
2011	6	99	1	0	3	4	7	8	17	3	10	13	16	21	28
2011	6	99	2	16	29	32	35	40	51	38	50	58	61	63	75
2011	6	99	3	21	52	58	62	67	74	45	78	82	84	87	89
2011	6	99	4	29	56	63	68	74	82	57	78	82	84	87	91
2011	6	99	5	34	55	62	67	71	77	49	76	78	81	83	86
2011	6	99	6	40	50	55	61	67	75	56	66	69	74	77	84
2011	6	99	7	19	29	34	36	42	56	26	35	39	41	47	57
2011	6	99	8	0	1	1	2	2	4	0	1	1	2	2	4
2011	6	99	99	28	33	38	41	44	48	38	45	49	52	54	60
2011	99	1	1	0	2	5	7	9	33	0	13	19	24	31	49
2011	99	1	2	6	28	36	41	52	81	35	68	74	81	87	100
2011	99	1	3	7	30	38	49	54	100	30	65	71	80	86	100
2011	99	1	4	0	31	41	50	56	100	33	63	74	78	81	100
2011	99	1	5	24	44	47	52	56	70	47	68	73	77	81	92
2011	99	1	6	25	39	45	51	55	70	53	61	66	71	75	85
2011	99	1	7	17	27	31	34	40	56	28	37	39	43	47	61
2011	99	1	8	0	1	1	1	1	3	0	1	1	1	1	3
2011	99	1	99	10	14	17	19	21	26	12	20	24	27	33	45
2011	99	2	1	1	4	6	7	9	13	8	13	16	19	21	33
2011	99	2	2	12	30	32	36	39	47	37	53	57	60	63	71
2011	99	2	3	48	56	61	63	67	75	68	84	86	87	89	92
2011	99	2	4	53	59	64	68	75	82	75	85	88	89	92	95
2011	99	2	5	53	62	66	70	74	82	78	83	85	87	89	92
2011	99	2	6	54	60	64	69	74	77	69	77	79	82	84	89
2011	99	2	7	35	43	46	52	57	69	46	51	55	60	65	70
2011	99	2	8	0	1	2	4	5	14	0	2	2	4	5	14
2011	99	2	99	43	47	52	54	57	62	56	65	67	69	72	75
2011	99	3	1	0	0	13	55	93	100	0	0	44	86	100	100
2011	99	3	2	20	30	34	38	46	65	45	53	58	60	65	88
2011	99	3	3	38	60	64	69	76	87	72	82	85	88	91	95
2011	99	3	4	66	75	78	81	86	93	78	90	92	94	95	97
2011	99	3	5	70	80	81	83	85	90	87	90	92	93	94	96
2011	99	3	6	67	81	84	86	87	97	86	89	91	92	93	98
2011	99	3	7	42	63	65	69	74	88	47	66	70	73	77	89
2011	99	3	8	0	3	6	7	10	30	0	3	6	7	10	30
2011	99	3	99	61	66	70	72	75	79	72	79	81	83	84	88
2011	99	99	1	3	5	6	7	9	15	9	14	17	20	23	31
2011	99	99	2	16	31	34	37	41	47	42	55	60	62	64	73
2011	99	99	3	48	55	61	64	69	76	67	83	85	86	88	91
2011	99	99	4	48	61	68	72	76	85	71	86	88	90	91	94
2011	99	99	5	55	64	69	74	76	85	71	84	86	88	89	92
2011	99	99	6	55	59	65	70	75	80	73	76	79	82	85	89
2011	99	99	7	29	39	43	47	52	62	39	47	51	54	59	66
2011	99	99	8	1	1	1	2	3	4	1	1	1	2	3	4
2011	99	99	99	38	41	43	48	51	55	48	54	57	60	62	66
