year	sexo	estud_gr	edad_gr	min_t	p20_t	p40_t	p60_t	p80_t	max_t	min_t2	p20_t2	p40_t2	p60_t2	p80_t2	max_t2
2006	99	3	99	67	72	76	78	80	84	75	80	81	82	84	86
2006	99	99	1	9	14	18	21	26	39	13	20	25	29	35	48
2006	99	99	2	33	50	52	57	61	68	53	61	63	67	71	78
2006	99	99	3	44	69	73	79	80	86	57	81	84	87	89	91
2006	99	99	4	60	72	76	80	84	88	72	80	84	87	89	92
2006	99	99	5	58	71	75	80	82	87	70	78	81	85	86	90
2006	99	99	6	48	65	68	72	76	81	54	71	73	77	80	85
2006	99	99	7	29	39	42	46	48	61	33	41	44	48	51	64
2006	99	99	8	1	1	2	2	2	3	1	1	2	2	2	3
2006	99	99	99	40	46	49	53	56	62	44	51	54	58	60	67
2007	1	1	1	0	17	26	31	36	68	0	27	34	41	50	83
2007	1	1	2	26	57	70	75	83	100	47	74	83	89	93	100
2007	1	1	3	39	62	75	82	90	100	42	70	86	92	96	100
2007	1	1	4	11	66	76	83	89	100	20	77	84	89	94	100
2007	1	1	5	32	71	76	80	85	95	56	80	85	87	91	97
2007	1	1	6	40	71	79	83	86	94	59	79	84	88	90	99
2007	1	1	7	38	46	51	56	62	82	43	51	54	59	65	84
2007	1	1	8	0	1	1	2	3	6	0	1	1	2	3	6
2007	1	1	99	23	30	35	39	42	54	25	33	37	42	48	61
2007	1	2	1	11	19	23	26	30	39	14	26	30	34	38	52
2007	1	2	2	46	56	61	66	68	77	55	66	70	73	75	84
2007	1	2	3	63	80	83	86	88	94	84	88	90	93	94	97
2007	1	2	4	59	87	89	90	93	100	80	93	95	96	97	100
2007	1	2	5	82	87	88	91	94	97	89	92	94	95	96	99
2007	1	2	6	73	82	88	90	92	96	77	88	92	93	94	97
2007	1	2	7	48	56	61	67	70	80	50	59	63	69	73	80
2007	1	2	8	0	0	2	4	7	14	0	0	2	4	7	14
2007	1	2	99	61	70	73	76	78	82	72	76	78	80	82	86
2007	1	3	1	0	15	50	74	100	100	0	17	68	100	100	100
2007	1	3	2	25	48	54	62	70	85	25	57	63	69	76	86
2007	1	3	3	60	74	80	86	89	94	73	84	88	91	93	98
2007	1	3	4	80	89	91	94	96	99	89	95	96	97	99	100
2007	1	3	5	89	93	95	97	98	100	92	97	98	99	100	100
2007	1	3	6	83	91	93	95	96	100	84	93	95	97	98	100
2007	1	3	7	48	62	66	70	76	85	48	65	68	72	78	85
2007	1	3	8	0	8	10	15	20	62	0	8	10	15	20	62
2007	1	3	99	71	78	80	82	85	90	77	82	85	86	87	92
2007	1	99	1	10	21	24	26	32	46	15	27	31	36	41	55
2007	1	99	2	44	57	61	65	69	78	57	66	70	73	76	83
2007	1	99	3	57	78	82	86	88	91	79	87	89	91	93	96
2007	1	99	4	69	86	88	90	92	97	83	92	94	95	97	99
2007	1	99	5	75	87	89	91	93	97	84	92	94	95	96	98
2007	1	99	6	68	81	86	89	92	93	78	87	90	92	94	96
2007	1	99	7	45	53	57	60	67	79	50	57	60	63	68	81
2007	1	99	8	1	2	2	3	4	6	1	2	3	3	4	6
2007	1	99	99	53	59	62	65	68	70	55	64	67	69	72	75
2007	6	1	1	0	5	11	18	24	59	0	9	20	30	36	72
2007	6	1	2	0	26	34	45	61	100	0	39	51	62	71	100
2007	6	1	3	0	23	37	51	62	100	0	33	53	63	75	100
2007	6	1	4	0	31	42	46	63	100	13	45	53	63	70	100
2007	6	1	5	9	35	43	48	53	76	19	48	52	59	65	78
2007	6	1	6	7	30	37	44	50	71	20	38	42	48	55	73
2007	6	1	7	4	14	19	23	27	36	8	16	21	25	29	37
2007	6	1	8	0	0	1	1	1	2	0	0	1	1	1	2
2007	6	1	99	3	11	13	16	18	24	10	14	16	18	20	29
2007	6	2	1	4	8	11	15	18	28	7	15	17	22	27	38
2007	6	2	2	24	39	44	48	53	64	34	50	54	61	64	73
2007	6	2	3	23	57	65	72	75	94	55	71	76	80	84	96
2007	6	2	4	32	53	60	66	71	80	51	65	69	75	79	87
2007	6	2	5	37	52	58	63	67	76	51	61	66	70	73	82
2007	6	2	6	39	47	54	59	63	73	47	57	62	65	67	78
2007	6	2	7	16	30	33	35	40	53	18	32	35	39	43	54
2007	6	2	8	0	0	1	3	5	10	0	0	2	3	5	10
2007	6	2	99	29	43	48	50	55	60	43	53	55	58	62	67
2007	6	3	1	0	0	0	42	83	100	0	28	61	100	100	100
2007	6	3	2	27	44	52	57	61	84	35	54	62	68	72	89
2007	6	3	3	42	72	77	81	85	92	74	81	85	88	90	95
2007	6	3	4	47	76	80	84	86	94	64	84	86	89	91	96
2007	6	3	5	70	76	78	81	85	100	78	82	84	85	89	100
2007	6	3	6	61	76	79	85	86	95	67	80	83	87	89	100
2007	6	3	7	30	53	61	66	71	80	30	55	63	67	71	84
2007	6	3	8	0	0	1	4	9	34	0	0	1	4	9	34
2007	6	3	99	64	69	72	75	78	82	72	76	78	80	82	89
2007	6	99	1	4	9	12	15	20	26	8	15	19	24	28	38
2007	6	99	2	27	41	47	49	53	61	36	54	55	60	65	70
2007	6	99	3	24	61	71	73	76	88	49	74	78	81	84	95
2007	6	99	4	39	61	68	72	77	83	52	71	75	79	83	89
2007	6	99	5	44	57	64	68	71	78	54	65	69	74	76	83
2007	6	99	6	28	47	54	59	64	73	42	54	60	63	69	76
2007	6	99	7	12	23	27	31	34	42	16	25	30	33	36	43
2007	6	99	8	0	1	1	1	1	3	0	1	1	1	1	3
2007	6	99	99	26	34	40	43	46	51	34	41	45	47	51	56
2007	99	1	1	0	14	21	25	30	51	0	23	28	34	43	81
2007	99	1	2	26	48	56	61	68	100	47	64	69	75	80	100
2007	99	1	3	27	49	58	65	76	97	35	59	68	78	84	100
2007	99	1	4	20	55	60	67	75	94	29	64	71	76	82	100
2007	99	1	5	30	54	61	66	70	83	47	65	70	74	79	87
2007	99	1	6	21	51	58	62	67	83	37	58	63	66	71	85
2007	99	1	7	19	30	34	38	42	60	25	33	36	40	44	61
2007	99	1	8	0	1	1	1	2	2	0	1	1	1	2	2
2007	99	1	99	16	21	23	25	29	39	18	23	26	29	32	45
2007	99	2	1	9	15	17	20	25	33	13	21	24	28	33	45
2007	99	2	2	36	49	53	57	61	68	52	58	62	66	69	77
2007	99	2	3	44	70	76	80	82	90	72	80	84	86	88	93
2007	99	2	4	44	72	77	80	83	91	64	81	83	86	88	93
2007	99	2	5	63	71	74	77	81	89	72	78	81	83	85	91
2007	99	2	6	60	67	70	75	78	84	64	74	76	78	81	88
2007	99	2	7	38	44	47	51	55	63	42	47	50	53	59	65
2007	99	2	8	0	1	2	3	5	10	0	1	2	3	5	11
2007	99	2	99	46	58	61	64	67	70	59	65	67	70	72	76
2007	99	3	1	0	5	38	61	100	100	0	44	69	100	100	100
2007	99	3	2	31	45	54	58	62	83	40	57	63	68	72	88
2007	99	3	3	52	72	79	84	86	89	76	83	86	89	91	94
2007	99	3	4	70	82	85	88	90	94	80	89	91	92	94	97
2007	99	3	5	80	85	86	88	90	100	86	89	91	91	93	100
2007	99	3	6	76	85	88	90	91	96	82	88	90	91	93	96
2007	99	3	7	50	60	63	69	72	80	50	62	67	70	73	82
2007	99	3	8	0	5	8	11	16	40	0	6	8	11	16	40
2007	99	3	99	69	74	76	79	80	84	75	79	81	83	84	87
2007	99	99	1	10	16	18	21	25	33	14	23	27	29	33	44
2007	99	99	2	36	50	53	57	60	67	51	59	64	66	69	76
2007	99	99	3	42	71	77	80	82	88	65	81	84	87	88	94
2007	99	99	4	52	75	78	81	85	89	66	83	85	87	89	93
2007	99	99	5	60	73	77	80	82	87	69	79	82	85	87	90
2007	99	99	6	49	66	70	73	78	83	61	73	74	77	81	85
2007	99	99	7	30	39	42	45	49	61	34	40	45	47	52	62
2007	99	99	8	1	1	2	2	2	4	1	1	2	2	2	4
2007	99	99	99	41	46	51	54	57	60	45	52	55	58	61	66
2008	1	1	1	0	14	19	25	35	49	5	25	37	43	51	73
2008	1	1	2	25	51	58	65	79	100	34	77	84	90	96	100
2008	1	1	3	0	45	62	72	82	100	22	72	83	92	97	100
2008	1	1	4	34	64	70	75	83	97	43	78	87	91	95	100
2008	1	1	5	61	65	70	74	81	90	68	79	83	87	90	98
2008	1	1	6	55	67	73	78	81	97	65	80	82	85	90	98
2008	1	1	7	25	47	52	57	63	83	42	53	57	61	68	84
2008	1	1	8	0	1	2	2	3	8	0	1	2	2	3	8
2008	1	1	99	21	27	34	37	40	45	22	30	38	43	47	61
2008	1	2	1	8	12	18	22	26	33	15	21	28	32	35	45
2008	1	2	2	47	54	56	60	65	78	54	66	69	72	77	83
2008	1	2	3	64	75	79	82	84	95	80	87	90	92	95	98
2008	1	2	4	73	81	84	88	90	95	90	92	94	95	97	99
2008	1	2	5	77	84	87	90	92	96	89	93	94	96	97	100
2008	1	2	6	74	81	84	87	89	95	80	88	91	92	94	98
2008	1	2	7	43	56	61	65	70	83	47	60	65	68	74	86
2008	1	2	8	0	2	3	5	7	11	0	2	3	5	7	12
2008	1	2	99	64	67	71	73	75	80	73	76	78	80	82	85
2008	1	3	1	0	11	57	79	100	100	0	35	69	94	100	100
2008	1	3	2	13	45	52	57	64	81	13	54	61	66	73	97
2008	1	3	3	51	74	77	83	86	95	71	83	87	90	93	100
2008	1	3	4	77	88	91	94	97	100	88	96	97	98	100	100
2008	1	3	5	77	92	94	95	97	100	92	97	98	99	99	100
2008	1	3	6	82	89	92	94	96	98	84	93	95	96	97	100
2008	1	3	7	41	60	64	71	79	97	42	62	66	73	80	97
2008	1	3	8	0	6	10	14	18	35	0	6	10	14	18	35
2008	1	3	99	68	76	79	81	84	89	73	81	84	85	87	93
2008	1	99	1	8	13	19	24	27	33	17	23	28	35	39	50
2008	1	99	2	44	52	57	60	64	79	56	66	69	74	77	83
2008	1	99	3	64	73	78	81	85	90	78	87	88	91	93	97
2008	1	99	4	71	82	85	88	91	96	89	93	94	95	96	99
2008	1	99	5	77	84	87	89	92	94	91	92	94	95	97	99
2008	1	99	6	73	79	83	86	89	95	80	87	89	91	94	98
2008	1	99	7	44	54	57	62	67	78	52	57	62	66	70	82
2008	1	99	8	1	2	3	3	4	9	1	2	3	3	4	9
2008	1	99	99	54	57	60	63	65	69	57	65	67	69	72	76
2008	6	1	1	0	4	8	13	17	28	0	15	20	25	35	85
2008	6	1	2	0	15	34	45	53	100	0	35	57	69	78	100
2008	6	1	3	0	17	28	44	65	100	0	34	56	68	79	100
2008	6	1	4	0	29	38	51	64	100	0	41	54	66	75	100
2008	6	1	5	9	37	42	51	58	68	24	52	59	63	67	83
2008	6	1	6	8	31	40	46	51	60	32	41	46	50	56	65
2008	6	1	7	6	15	19	23	28	31	9	19	21	26	30	34
2008	6	1	8	0	1	1	1	1	2	0	1	1	1	1	3
2008	6	1	99	8	11	13	15	17	20	11	14	16	19	22	28
2008	6	2	1	1	7	10	14	17	25	4	14	18	24	28	34
2008	6	2	2	21	40	43	47	53	61	25	51	57	62	66	72
2008	6	2	3	26	58	65	71	76	87	53	74	77	84	86	92
2008	6	2	4	40	54	60	68	74	85	50	68	73	78	83	92
2008	6	2	5	42	53	58	62	68	78	55	63	68	72	76	86
2008	6	2	6	40	50	55	60	67	77	51	58	62	68	72	79
2008	6	2	7	8	27	34	35	39	51	13	30	37	39	43	56
2008	6	2	8	0	1	2	4	5	19	0	1	2	4	5	19
2008	6	2	99	32	42	47	51	56	64	45	53	56	61	63	69
2008	6	3	1	0	0	35	66	100	100	0	0	51	100	100	100
2008	6	3	2	27	45	49	54	63	84	36	58	62	66	72	90
2008	6	3	3	54	69	73	79	84	94	69	82	86	88	90	97
2008	6	3	4	39	74	79	82	86	97	58	86	87	89	91	97
2008	6	3	5	70	76	79	82	85	96	78	83	85	88	90	96
2008	6	3	6	63	76	81	84	86	96	67	80	84	86	89	100
2008	6	3	7	35	55	60	66	74	87	36	57	61	69	75	87
2008	6	3	8	0	0	2	6	9	17	0	0	2	6	10	17
2008	6	3	99	63	69	72	74	77	84	72	77	79	80	82	88
2008	6	99	1	2	8	11	14	16	23	6	15	20	25	29	33
2008	6	99	2	23	41	45	49	54	62	39	54	59	63	66	71
2008	6	99	3	30	59	66	73	76	83	49	76	80	83	86	90
2008	6	99	4	43	60	66	73	78	86	59	74	78	82	85	89
2008	6	99	5	41	56	62	68	74	79	51	68	73	77	80	86
2008	6	99	6	33	49	56	61	67	73	49	57	62	66	73	77
2008	6	99	7	10	22	28	32	36	43	14	25	31	35	38	45
2008	6	99	8	0	1	1	1	2	3	0	1	1	1	2	3
2008	6	99	99	26	35	40	44	47	51	35	43	48	50	52	57
2008	99	1	1	0	12	16	20	26	36	4	23	30	37	43	58
2008	99	1	2	16	44	50	55	62	85	33	66	72	78	83	100
2008	99	1	3	19	37	49	59	71	95	29	59	71	78	87	100
2008	99	1	4	25	52	56	66	72	86	46	65	72	79	84	92
2008	99	1	5	37	54	60	63	69	80	49	69	72	75	79	88
2008	99	1	6	31	48	56	61	65	73	43	58	62	67	72	79
2008	99	1	7	16	30	34	39	42	56	23	35	37	41	46	57
2008	99	1	8	0	1	1	1	2	5	0	1	1	1	2	5
2008	99	1	99	15	19	22	25	28	32	16	21	27	31	33	44
2008	99	2	1	7	12	14	16	20	28	14	19	23	27	31	39
2008	99	2	2	35	48	51	54	58	67	48	59	63	68	71	76
2008	99	2	3	54	68	74	77	79	86	72	82	86	88	90	94
2008	99	2	4	60	69	73	79	82	90	74	83	85	88	90	93
2008	99	2	5	61	69	73	77	80	86	76	80	82	84	87	90
2008	99	2	6	60	66	70	74	78	85	69	74	77	79	83	87
2008	99	2	7	27	41	48	50	56	66	37	47	51	53	60	67
2008	99	2	8	0	2	3	4	6	13	0	2	3	4	6	13
2008	99	2	99	49	56	59	62	66	72	61	65	68	71	73	77
2008	99	3	1	0	0	37	68	100	100	0	13	63	82	100	100
2008	99	3	2	31	47	50	54	60	78	45	59	62	65	69	88
2008	99	3	3	53	72	76	80	85	91	74	84	86	89	91	97
2008	99	3	4	68	80	84	88	90	98	77	90	92	93	95	98
2008	99	3	5	74	84	86	88	90	99	85	89	92	92	94	99
2008	99	3	6	75	84	87	89	91	97	79	88	90	91	94	97
2008	99	3	7	42	60	64	68	74	91	44	61	67	70	76	91
2008	99	3	8	0	5	8	11	14	25	0	5	8	11	14	25
2008	99	3	99	68	73	75	77	80	86	74	79	81	83	85	90
2008	99	99	1	7	12	15	18	21	26	16	21	26	29	31	39
2008	99	99	2	35	48	51	54	58	65	52	61	65	68	71	76
2008	99	99	3	48	67	73	77	79	84	67	82	85	87	89	92
2008	99	99	4	60	72	75	81	85	90	75	85	86	89	90	93
2008	99	99	5	62	70	75	79	82	86	71	81	83	86	88	90
2008	99	99	6	55	64	69	74	78	83	68	73	76	78	83	86
2008	99	99	7	29	39	43	47	49	62	38	43	47	49	52	63
2008	99	99	8	1	1	2	2	3	5	1	1	2	2	3	6
2008	99	99	99	41	46	49	53	57	59	46	53	56	59	62	65
2009	1	1	1	0	6	11	15	22	35	6	22	34	38	44	56
2009	1	1	2	10	36	43	50	61	100	49	79	84	86	94	100
2009	1	1	3	0	40	50	57	70	92	0	73	80	88	93	100
2009	1	1	4	0	47	55	61	73	100	0	78	83	87	93	100
2009	1	1	5	33	55	62	65	70	87	44	78	83	87	91	96
2009	1	1	6	29	58	63	72	77	94	37	77	82	85	89	97
2009	1	1	7	33	40	45	53	59	70	36	49	58	62	66	80
2009	1	1	8	0	1	1	2	2	14	0	1	1	2	2	14
2009	1	1	99	16	24	28	32	34	44	18	29	36	42	47	60
2009	1	2	1	1	8	11	13	18	28	6	19	22	27	29	44
2009	1	2	2	28	42	46	50	53	69	47	63	67	69	73	84
2009	1	2	3	51	64	68	72	76	92	79	88	90	91	93	100
2009	1	2	4	52	71	75	80	84	96	83	91	93	95	96	99
2009	1	2	5	67	75	79	83	86	93	88	93	94	95	96	100
2009	1	2	6	62	75	80	82	86	93	77	87	91	93	94	96
2009	1	2	7	41	54	57	62	67	79	50	60	63	68	72	82
2009	1	2	8	0	1	2	4	6	9	0	2	3	4	6	13
2009	1	2	99	52	61	63	66	68	74	65	75	77	79	81	83
2009	1	3	1	0	0	0	62	100	100	0	0	69	100	100	100
2009	1	3	2	0	35	41	48	54	80	0	51	58	62	68	84
2009	1	3	3	56	65	70	74	80	88	67	85	87	89	92	99
2009	1	3	4	71	84	88	91	94	100	82	95	96	98	99	100
2009	1	3	5	79	87	91	92	95	100	92	97	97	98	99	100
2009	1	3	6	79	87	89	91	95	100	81	92	95	96	98	100
2009	1	3	7	44	62	67	70	75	96	44	64	71	74	78	96
2009	1	3	8	0	6	8	11	15	39	0	6	8	11	16	39
2009	1	3	99	65	73	76	78	80	87	73	81	84	85	86	90
2009	1	99	1	1	9	12	15	18	24	6	19	27	31	33	48
2009	1	99	2	32	42	45	50	53	69	53	64	67	70	73	85
2009	1	99	3	49	63	68	72	75	82	71	86	88	90	92	96
2009	1	99	4	61	73	76	80	84	97	84	92	93	95	96	99
2009	1	99	5	67	76	80	84	86	91	89	92	94	95	96	98
2009	1	99	6	66	75	78	82	85	92	80	87	89	91	93	95
2009	1	99	7	43	52	54	60	63	72	48	57	62	66	69	76
2009	1	99	8	1	2	2	3	3	12	1	2	2	3	4	12
2009	1	99	99	49	52	55	58	60	63	54	63	66	69	71	75
2009	6	1	1	0	0	4	9	12	69	0	10	16	25	31	69
2009	6	1	2	0	11	25	30	40	65	0	27	53	65	72	100
2009	6	1	3	0	15	21	38	48	100	0	37	54	65	77	100
2009	6	1	4	0	20	30	40	50	89	7	48	53	63	74	100
2009	6	1	5	16	33	39	46	53	78	30	52	58	64	70	84
2009	6	1	6	10	29	37	45	50	63	37	42	49	55	59	69
2009	6	1	7	4	14	20	23	28	38	12	20	23	27	31	42
2009	6	1	8	0	0	1	1	1	3	0	0	1	1	1	3
2009	6	1	99	6	10	12	14	16	26	10	13	16	19	22	38
2009	6	2	1	3	6	8	9	12	17	10	13	15	19	23	30
2009	6	2	2	16	31	37	41	45	54	40	51	56	61	65	75
2009	6	2	3	32	54	59	65	68	78	64	75	79	82	86	93
2009	6	2	4	40	51	58	64	69	79	54	72	75	81	84	90
2009	6	2	5	32	50	54	61	67	79	53	68	72	74	78	87
2009	6	2	6	41	48	53	59	65	74	51	60	64	68	74	79
2009	6	2	7	20	27	32	38	43	62	26	32	36	43	49	64
2009	6	2	8	0	0	2	3	5	22	0	0	2	3	5	22
2009	6	2	99	30	40	46	49	52	60	44	55	59	61	63	70
2009	6	3	1	0	0	0	41	100	100	0	0	68	100	100	100
2009	6	3	2	0	39	44	50	55	81	44	55	62	65	73	92
2009	6	3	3	48	66	71	78	82	90	71	83	85	89	91	96
2009	6	3	4	51	73	77	81	84	91	72	86	89	91	92	95
2009	6	3	5	59	74	77	81	84	93	75	83	85	88	90	97
2009	6	3	6	69	77	79	83	86	96	77	82	85	88	90	97
2009	6	3	7	38	54	59	66	74	82	45	58	62	68	74	85
2009	6	3	8	0	0	2	6	11	47	0	0	2	6	12	47
2009	6	3	99	60	67	70	73	76	82	72	78	79	81	83	88
2009	6	99	1	3	6	7	9	11	15	9	14	16	21	24	32
2009	6	99	2	11	34	41	42	46	57	44	53	59	61	65	73
2009	6	99	3	37	58	62	68	71	80	68	77	80	83	86	91
2009	6	99	4	36	57	65	69	75	81	57	76	81	83	85	91
2009	6	99	5	42	55	60	67	73	79	57	71	75	79	81	86
2009	6	99	6	35	49	55	60	66	75	52	61	64	70	74	79
2009	6	99	7	17	24	29	33	36	46	23	29	33	36	41	51
2009	6	99	8	0	1	1	1	2	7	0	1	1	2	2	7
2009	6	99	99	28	34	39	42	45	49	36	44	48	51	53	58
2009	99	1	1	0	7	10	13	16	40	6	20	27	32	38	49
2009	99	1	2	17	28	36	41	52	80	26	61	72	78	82	100
2009	99	1	3	10	33	42	50	57	84	32	59	70	77	84	100
2009	99	1	4	21	39	46	50	60	80	44	62	71	77	80	98
2009	99	1	5	30	46	53	57	60	81	43	68	71	77	79	88
2009	99	1	6	26	45	49	58	63	78	46	58	65	71	74	83
2009	99	1	7	23	28	32	37	41	52	27	34	38	42	46	60
2009	99	1	8	0	1	1	1	1	7	0	1	1	1	1	7
2009	99	1	99	11	16	19	22	25	33	14	21	26	29	34	49
2009	99	2	1	4	7	10	11	13	19	11	15	19	23	26	36
2009	99	2	2	33	38	42	45	48	55	49	58	61	64	68	74
2009	99	2	3	47	60	64	68	72	81	76	82	85	87	88	95
2009	99	2	4	50	62	67	72	76	89	78	84	86	87	90	96
2009	99	2	5	55	64	67	72	75	81	77	82	84	85	87	92
2009	99	2	6	56	62	67	71	75	81	66	75	78	81	83	86
2009	99	2	7	33	43	45	50	53	71	39	48	51	55	59	74
2009	99	2	8	0	2	3	3	5	10	0	2	3	3	5	10
2009	99	2	99	42	51	54	58	60	67	56	66	68	70	72	76
2009	99	3	1	0	0	0	26	100	100	0	0	67	100	100	100
2009	99	3	2	0	37	44	49	53	81	31	55	61	65	69	86
2009	99	3	3	51	66	71	75	80	87	73	84	86	89	91	95
2009	99	3	4	68	78	82	84	87	95	81	90	92	93	95	97
2009	99	3	5	70	82	83	86	89	97	84	89	91	93	94	99
2009	99	3	6	79	83	85	87	89	96	85	88	89	91	93	98
2009	99	3	7	48	62	64	67	72	85	52	63	67	70	75	85
2009	99	3	8	0	5	7	9	14	36	0	5	7	10	14	36
2009	99	3	99	64	70	72	75	77	84	73	79	81	83	84	89
2009	99	99	1	3	8	10	12	14	17	11	17	22	25	28	41
2009	99	99	2	32	39	42	46	48	56	55	60	61	66	69	76
2009	99	99	3	43	61	65	70	73	81	71	82	85	86	88	91
2009	99	99	4	46	67	70	74	80	86	70	85	87	89	90	94
2009	99	99	5	59	67	70	74	79	84	78	82	85	86	88	92
2009	99	99	6	52	60	66	71	75	81	68	75	77	80	83	86
2009	99	99	7	30	38	43	46	49	56	39	45	47	50	55	62
2009	99	99	8	1	1	2	2	3	9	1	1	2	2	3	9
2009	99	99	99	39	43	46	49	52	56	46	53	57	60	62	66
2010	1	1	1	0	5	8	11	16	36	0	17	24	31	39	54
2010	1	1	2	0	33	39	46	54	100	50	74	84	88	95	100
2010	1	1	3	0	34	47	58	68	100	0	77	84	90	97	100
2010	1	1	4	22	39	50	61	67	100	54	73	82	86	93	100
2010	1	1	5	39	53	58	63	70	85	54	79	83	87	92	96
2010	1	1	6	31	56	59	64	72	85	41	74	79	84	88	94
2010	1	1	7	6	38	43	49	53	64	14	45	55	61	65	78
2010	1	1	8	0	1	1	1	2	5	0	1	1	1	2	8
2010	1	1	99	15	21	26	28	31	45	17	27	34	40	46	64
2010	1	2	1	2	7	9	11	13	25	6	16	20	24	26	40
2010	1	2	2	20	36	38	42	45	59	48	57	62	66	69	79
2010	1	2	3	50	61	66	70	73	88	82	88	89	91	93	98
2010	1	2	4	58	69	73	77	82	94	87	92	94	95	97	100
2010	1	2	5	63	74	78	81	84	92	89	93	94	95	97	98
2010	1	2	6	65	74	77	82	84	89	77	88	90	92	94	98
2010	1	2	7	48	53	59	61	67	80	55	62	66	70	73	85
2010	1	2	8	0	1	3	4	6	15	0	1	3	4	6	15
2010	1	2	99	51	58	61	63	66	75	65	74	76	78	80	83
2010	1	3	1	0	0	0	33	100	100	0	0	90	100	100	100
2010	1	3	2	0	30	38	42	51	100	0	48	55	62	67	100
2010	1	3	3	48	61	66	74	79	93	61	82	85	87	92	100
2010	1	3	4	74	80	85	89	92	100	86	94	96	97	99	100
2010	1	3	5	76	87	89	91	93	100	95	97	97	98	99	100
2010	1	3	6	71	86	90	91	93	98	84	93	96	97	97	100
2010	1	3	7	44	60	65	70	75	89	45	65	71	74	77	89
2010	1	3	8	0	5	7	10	15	23	0	5	7	10	15	23
2010	1	3	99	61	72	74	76	78	86	72	80	82	84	86	91
2010	1	99	1	2	8	9	11	14	25	7	18	23	25	29	40
2010	1	99	2	29	36	39	41	48	57	52	60	65	67	69	84
2010	1	99	3	50	60	64	68	73	85	80	86	88	90	93	95
2010	1	99	4	61	70	76	80	84	87	82	92	93	95	96	98
2010	1	99	5	66	75	79	82	86	91	91	93	94	95	96	97
2010	1	99	6	62	73	76	80	84	89	79	87	89	91	94	96
2010	1	99	7	38	50	53	56	61	70	50	58	63	66	68	75
2010	1	99	8	1	2	2	2	4	6	1	2	2	3	4	6
2010	1	99	99	47	50	53	56	58	61	55	63	65	68	70	74
2010	6	1	1	0	0	2	4	9	31	0	9	16	21	30	46
2010	6	1	2	0	15	25	40	45	90	0	48	56	71	79	100
2010	6	1	3	0	17	28	40	50	100	0	49	60	73	85	100
2010	6	1	4	0	18	29	39	49	74	14	39	53	65	73	100
2010	6	1	5	13	30	36	46	53	83	26	55	60	68	75	84
2010	6	1	6	13	31	38	43	51	66	27	46	51	55	61	74
2010	6	1	7	6	16	20	24	29	42	16	22	24	29	34	44
2010	6	1	8	0	0	1	1	1	3	0	0	1	1	1	3
2010	6	1	99	5	10	11	13	17	28	8	13	15	20	23	39
2010	6	2	1	1	3	5	7	8	17	5	12	15	17	21	29
2010	6	2	2	11	29	32	38	41	49	40	48	54	59	63	69
2010	6	2	3	28	50	56	61	64	73	49	75	79	83	87	94
2010	6	2	4	32	50	57	61	67	75	51	73	78	81	85	89
2010	6	2	5	32	48	54	62	65	75	47	68	74	76	81	87
2010	6	2	6	41	47	53	59	64	76	53	62	66	70	76	82
2010	6	2	7	20	30	34	37	41	64	25	36	40	43	48	70
2010	6	2	8	0	0	2	3	5	13	0	0	2	3	5	13
2010	6	2	99	27	40	44	47	50	57	43	56	58	61	63	68
2010	6	3	1	0	0	0	0	26	100	0	0	35	100	100	100
2010	6	3	2	3	33	39	44	52	76	29	54	58	64	71	86
2010	6	3	3	44	66	69	71	79	92	66	83	86	88	91	95
2010	6	3	4	36	72	75	79	83	98	62	86	89	90	92	98
2010	6	3	5	68	72	76	80	82	89	78	84	87	89	91	96
2010	6	3	6	59	77	80	84	88	94	74	85	86	89	92	97
2010	6	3	7	30	54	60	67	73	87	33	56	64	71	75	87
2010	6	3	8	0	0	3	5	10	47	0	0	3	6	10	47
2010	6	3	99	60	66	68	71	74	81	71	77	79	81	82	87
2010	6	99	1	1	3	5	7	8	14	5	13	17	19	21	29
2010	6	99	2	13	31	35	39	43	52	33	51	56	61	64	71
2010	6	99	3	28	56	60	64	67	74	46	78	81	83	86	91
2010	6	99	4	20	59	64	68	72	78	48	77	81	84	86	90
2010	6	99	5	33	54	61	67	71	81	44	73	78	80	83	89
2010	6	99	6	42	50	55	61	67	75	54	63	68	72	76	80
2010	6	99	7	19	26	30	36	38	50	25	32	36	39	43	54
2010	6	99	8	0	1	1	1	2	6	0	1	1	1	2	6
2010	6	99	99	28	34	38	41	43	49	38	45	49	51	53	59
2010	99	1	1	0	4	7	9	12	23	0	18	21	27	33	43
2010	99	1	2	0	28	34	41	45	65	0	65	74	81	87	96
2010	99	1	3	0	31	40	51	57	85	44	68	77	82	87	100
2010	99	1	4	11	34	40	48	58	70	45	62	69	75	80	98
2010	99	1	5	32	44	49	53	61	77	47	70	74	78	81	87
2010	99	1	6	31	43	49	55	60	68	43	61	65	69	75	81
2010	99	1	7	14	28	31	34	41	51	18	34	38	42	48	55
2010	99	1	8	0	1	1	1	2	4	0	1	1	1	2	5
2010	99	1	99	10	15	18	21	24	35	14	19	24	29	34	52
2010	99	2	1	2	6	7	8	10	16	7	14	18	21	23	35
2010	99	2	2	28	34	37	39	44	49	47	53	58	63	66	72
2010	99	2	3	43	57	63	66	70	75	68	83	85	88	90	92
2010	99	2	4	51	61	66	70	73	82	74	85	86	88	91	94
2010	99	2	5	55	62	68	72	74	82	76	82	84	87	89	92
2010	99	2	6	54	60	66	70	74	78	68	76	78	80	83	88
